GENE_SYMBOL,Log_FoldChange,absLogFC,logCPM,PValue,FDR_adjusted_P.value
SLC25A2,3.939,3.939,-3.071,2.86914E-12,7.17029E-11
LINC01285,3.936,3.936,-1.893,5.59055E-16,2.28208E-14
CCDC73,3.932,3.932,-1.172,4.32146E-23,3.84183E-21
USP18,3.925,3.925,5.312,5.76942E-70,3.32733E-67
RNF151,3.919,3.919,-1.857,7.68044E-13,2.07252E-11
RTP2,3.918,3.918,-3.486,2.26986E-06,1.90428E-05
CKM,3.916,3.916,-2.29,5.9815E-13,1.63272E-11
MKX,3.907,3.907,-2.952,6.60265E-11,1.33429E-09
IFI6,3.9,3.9,6.029,7.40827E-42,2.05712E-39
FOXB1,3.897,3.897,-2.015,8.54137E-09,1.2159E-07
PGA4,3.894,3.894,-3.271,6.90828E-06,5.12639E-05
SLC1A7,3.89,3.89,-3.445,6.91693E-07,6.62024E-06
APOL3,3.888,3.888,0.991,8.57647E-40,2.14335E-37
OCA2,3.887,3.887,-3.548,4.7617E-06,3.71488E-05
IRF7,3.885,3.885,5.49,1.1669E-56,5.14626E-54
SLCO2A1,3.876,3.876,-1.019,6.16425E-11,1.25585E-09
SCUBE2,3.874,3.874,-1.037,6.86162E-19,4.19379E-17
PGPEP1L,3.872,3.872,-3.104,2.18142E-10,4.06163E-09
G6PC,3.867,3.867,-2.433,8.98447E-16,3.60855E-14
LOC100130370,3.867,3.867,-3.473,1.88594E-07,2.05416E-06
AVPR2,3.858,3.858,-3.543,3.05327E-07,3.18969E-06
CYP7A1,3.856,3.856,-3.438,6.31792E-07,6.11194E-06
CHIAP2,3.851,3.851,-2.913,9.33963E-14,2.88158E-12
CD7,3.842,3.842,-3.186,1.05046E-07,1.20792E-06
MGAM2,3.839,3.839,-2.906,4.70172E-10,8.2877E-09
GPR84,3.833,3.833,-3.14,2.86998E-09,4.43349E-08
EGR4,3.825,3.825,-3.114,8.53422E-06,6.16415E-05
SSTR3,3.819,3.819,-3.38,1.14064E-08,1.58628E-07
TBC1D26,3.817,3.817,-3.435,1.21781E-07,1.3792E-06
CASR,3.817,3.817,-3.323,1.5145E-06,1.3348E-05
TUSC8,3.816,3.816,-3.456,1.7609E-07,1.93389E-06
LDHAL6A,3.811,3.811,-0.445,2.01993E-25,2.123E-23
SYNGR4,3.811,3.811,-3.031,2.55274E-10,4.71011E-09
LHFPL4,3.811,3.811,-2.296,3.04865E-09,4.68057E-08
PTH1R,3.81,3.81,-3.336,1.16598E-05,8.1344E-05
CX3CL1,3.809,3.809,2.779,3.19416E-32,5.36142E-30
CD1A,3.809,3.809,-3.409,1.85059E-07,2.02449E-06
GNAZ,-3.807,3.807,-2.459,0.000757038,0.003028537
APOBEC3A,3.806,3.806,-3.274,1.75183E-06,1.51664E-05
IFIH1,3.804,3.804,4.878,1.10729E-83,8.8947E-81
POTEE,3.801,3.801,-3.409,2.74211E-07,2.89557E-06
PRAMENP,3.799,3.799,-3.106,2.54146E-12,6.38687E-11
C9orf57,3.795,3.795,-3.492,6.67954E-08,8.00833E-07
CDHR4,3.793,3.793,-2.743,2.46376E-09,3.84826E-08
CTRC,3.785,3.785,-2.009,2.60793E-16,1.11942E-14
TDRD12,3.782,3.782,-1.5,7.40642E-17,3.46331E-15
RNF144A-AS1,3.781,3.781,0.067,1.36796E-31,2.22958E-29
TNFSF8,3.781,3.781,-3.506,1.72825E-07,1.90175E-06
TOGARAM2,3.777,3.777,1.258,3.19758E-42,8.98999E-40
DCDC2,3.776,3.776,-1.815,6.38685E-15,2.2694E-13
PTGER3,3.776,3.776,-2.882,1.91964E-06,1.64419E-05
INSRR,3.769,3.769,-3.158,7.89908E-09,1.13091E-07
C2orf71,3.768,3.768,-2.832,1.00172E-09,1.65865E-08
ESPNL,3.767,3.767,-1.961,8.53877E-11,1.70261E-09
SLC44A4,3.765,3.765,-3.353,2.46414E-06,2.04817E-05
LOC101929439,3.764,3.764,-3.386,4.98324E-09,7.42272E-08
RBM11,3.763,3.763,-1.044,1.33105E-19,8.83128E-18
C9orf152,3.761,3.761,-2.616,6.76723E-15,2.38198E-13
C1QTNF7,3.76,3.76,-2.273,4.4003E-11,9.16402E-10
PNLDC1,3.759,3.759,-1.575,2.4899E-14,8.21155E-13
WNT8B,3.758,3.758,-2.982,5.56682E-10,9.67612E-09
SNAI1,3.755,3.755,-0.764,7.50935E-19,4.54033E-17
NTNG2,3.755,3.755,-0.933,1.48211E-16,6.62736E-15
CASQ1,3.755,3.755,-3.034,7.23111E-10,1.22564E-08
LPL,-3.753,3.753,-2.84,0.024821862,0.056951271
FGF18,3.746,3.746,-2.75,3.54296E-11,7.52485E-10
TNNT3,-3.746,3.746,-3.183,0.003766439,0.011760697
COL24A1,3.744,3.744,-2.772,5.46877E-09,8.08171E-08
MYO1A,3.742,3.742,-1.249,4.17252E-11,8.72196E-10
S100A5,3.74,3.74,-0.906,1.37082E-20,9.94596E-19
OTOA,3.74,3.74,-0.46,1.67802E-14,5.64156E-13
VTRNA1-2,3.739,3.739,-0.169,3.78029E-19,2.3951E-17
TNF,3.739,3.739,-1.418,2.10809E-17,1.04901E-15
MLC1,3.738,3.738,-2.601,2.00063E-05,0.000130999
PAX4,3.737,3.737,-3.613,1.98554E-07,2.15327E-06
LINC01460,3.734,3.734,-0.382,3.09794E-18,1.72901E-16
IDO2,3.733,3.733,-1.644,9.91893E-22,7.85552E-20
LOC388813,3.732,3.732,-3.414,9.93861E-08,1.14989E-06
TRPM5,3.724,3.724,-1.929,7.86559E-14,2.45372E-12
TAC3,3.72,3.72,-3.505,9.2921E-07,8.63628E-06
OAS3,3.718,3.718,6.715,2.45025E-90,3.24183E-87
CXorf49,3.718,3.718,-2.659,3.3719E-13,9.58797E-12
SECTM1,3.715,3.715,3.114,1.19127E-28,1.54879E-26
CXorf49B,3.715,3.715,-2.66,3.40478E-13,9.66922E-12
OFCC1,3.708,3.708,-2.781,1.0869E-10,2.12763E-09
IRF4,3.705,3.705,-1.764,3.7227E-10,6.64532E-09
HSF5,3.7,3.7,-2.969,1.13604E-10,2.20274E-09
ALB,3.699,3.699,-3.179,3.362E-09,5.12318E-08
ATP4B,3.696,3.696,-3.469,6.34939E-08,7.6574E-07
LINC01209,3.693,3.693,-2.94,1.63413E-11,3.66815E-10
NLRP5,3.693,3.693,-3.338,1.85481E-06,1.59535E-05
CD34,3.691,3.691,-1.706,2.72896E-14,8.96053E-13
RAB19,3.688,3.688,-1.783,3.97037E-20,2.76476E-18
RPL10L,-3.688,3.688,-3.154,0.03388983,0.073877119
SLC6A4,3.687,3.687,-0.651,1.5429E-30,2.34479E-28
AZU1,3.687,3.687,-3.324,1.81406E-08,2.44156E-07
LINC00528,3.686,3.686,-3.072,3.6442E-11,7.71724E-10
FAM177B,3.681,3.681,-3.281,9.58002E-08,1.11298E-06
HK3,3.679,3.679,-2.258,5.45205E-10,9.49129E-09
LOC100505817,3.678,3.678,-3.362,4.39179E-07,4.43159E-06
IFI35,3.677,3.677,4.689,2.25482E-40,5.82936E-38
FGF16,3.676,3.676,-3.359,4.53433E-10,8.00519E-09
CLVS1,3.675,3.675,-1.619,3.8927E-15,1.43297E-13
LINC02395,3.674,3.674,-2.963,2.34828E-09,3.68066E-08
MOBP,3.672,3.672,-0.55,2.94543E-19,1.89824E-17
AOC3,3.668,3.668,-1.677,2.96196E-13,8.48669E-12
HOXC5,3.668,3.668,-3.185,2.49502E-06,2.06832E-05
OIT3,3.667,3.667,-2.637,7.84952E-09,1.12453E-07
LOC105372343,3.662,3.662,-2.151,9.44982E-15,3.27497E-13
SELL,3.662,3.662,-2.41,5.36989E-11,1.1E-09
IFITM1,3.661,3.661,6.357,1.0031E-50,3.69866E-48
BISPR,3.661,3.661,1.328,3.13866E-35,6.35989E-33
ERN2,3.66,3.66,0.202,7.63079E-19,4.58908E-17
MPIG6B,3.66,3.66,-2.641,2.4908E-09,3.88779E-08
NXPE4,3.656,3.656,-3.493,1.88947E-07,2.05701E-06
GRIN2B,-3.654,3.654,0.465,0.007678566,0.021284977
RPE65,3.653,3.653,-3.581,1.51272E-06,1.33375E-05
HBB,-3.651,3.651,-3.23,0.026536852,0.060332243
FAM186A,3.649,3.649,-0.702,5.16667E-15,1.86531E-13
FAM19A4,3.644,3.644,-2.997,7.16526E-07,6.80866E-06
ATOH8,3.641,3.641,-3.493,8.06718E-06,5.87207E-05
C5orf56,3.639,3.639,1.802,2.22907E-43,6.59687E-41
RND1,3.637,3.637,1.655,7.20751E-25,7.30231E-23
ZBP1,3.636,3.636,1.08,9.19156E-28,1.12971E-25
ARHGAP26-AS1,3.633,3.633,-3.576,1.90287E-07,2.0686E-06
BTLA,3.633,3.633,-3.107,1.44305E-06,1.28289E-05
LINC02044,3.632,3.632,-2.896,4.67806E-11,9.6976E-10
SLC6A13,3.631,3.631,-1.882,3.50681E-12,8.65808E-11
SLC28A1,3.631,3.631,-3.081,2.3641E-09,3.70288E-08
WNT16,3.63,3.63,-2.911,2.28658E-10,4.25038E-09
THPO,3.624,3.624,-2.647,3.93346E-08,4.95916E-07
C8orf89,3.614,3.614,-3.602,7.04372E-07,6.71587E-06
CCDC190,3.607,3.607,-2.804,9.77405E-09,1.37313E-07
GP5,3.606,3.606,-2.902,1.98597E-12,5.06655E-11
TAT,3.605,3.605,-0.968,6.27976E-13,1.70998E-11
AKAP14,3.605,3.605,-3.485,6.20883E-06,4.68464E-05
CAPN13,3.604,3.604,-3.008,2.03824E-11,4.51667E-10
LOC440910,3.604,3.604,-3.117,4.77875E-11,9.8881E-10
CGB2,3.603,3.603,-3.128,1.66465E-10,3.15961E-09
HNF1A-AS1,3.599,3.599,-0.405,1.89584E-17,9.68571E-16
C8orf31,3.599,3.599,-2.434,5.02925E-15,1.82119E-13
NPHS1,3.596,3.596,-2.722,8.0757E-06,5.87637E-05
PGA5,3.595,3.595,-3.522,9.45761E-09,1.33033E-07
LINC01565,3.595,3.595,-3.42,4.16619E-08,5.23069E-07
LOC100131303,3.595,3.595,-3.537,7.78442E-07,7.33342E-06
HLA-C,3.593,3.593,-3.105,8.14526E-07,7.63665E-06
B3GALT1,3.592,3.592,-1.211,8.79429E-17,4.0868E-15
CTRB2,3.591,3.591,-2.146,8.44543E-10,1.41757E-08
LOC101928809,3.588,3.588,-1.372,7.02739E-25,7.15204E-23
TCTE1,3.588,3.588,-3.032,1.48285E-08,2.02135E-07
SLC10A4,3.578,3.578,-3.355,4.16744E-08,5.23069E-07
FRZB,3.572,3.572,-2.175,1.87597E-14,6.2696E-13
ACAN,3.568,3.568,-2.317,1.07831E-10,2.11266E-09
KIAA1549,3.561,3.561,2.788,5.16632E-33,9.00782E-31
S100A7A,3.561,3.561,-1.806,1.30099E-05,8.94309E-05
SP140,3.56,3.56,-1.101,1.62743E-21,1.27541E-19
CLEC18C,3.554,3.554,-1.877,3.72866E-11,7.87464E-10
TM4SF18,3.553,3.553,-3.104,4.27358E-10,7.57457E-09
KLHL10,3.547,3.547,-2.19,1.93469E-12,4.94488E-11
KIAA0087,3.547,3.547,-2.597,5.03561E-10,8.82781E-09
LRTM1,3.547,3.547,-1.845,8.80491E-10,1.47351E-08
ERICH3-AS1,3.545,3.545,-3.286,1.11389E-07,1.27111E-06
LGALS17A,3.541,3.541,-2.958,6.77616E-08,8.11551E-07
PALM,3.54,3.54,1.117,3.88292E-18,2.1511E-16
CACNG1,3.536,3.536,-3.402,2.43213E-09,3.8015E-08
ZDHHC19,3.536,3.536,-3.394,2.53229E-07,2.69296E-06
METTL21C,3.534,3.534,-3.46,3.73445E-08,4.7348E-07
GRK7,3.532,3.532,-2.204,2.8374E-15,1.06899E-13
FCGR3A,3.53,3.53,-3.583,4.18754E-05,0.000249566
PYGM,3.527,3.527,-0.612,3.25241E-14,1.05713E-12
ITIH2,3.527,3.527,-2.025,3.83602E-14,1.23569E-12
MIR142,3.521,3.521,-3.648,1.04565E-06,9.59168E-06
ASB5,3.52,3.52,-3.114,1.71922E-07,1.89274E-06
TBX4,3.517,3.517,-3.082,2.37277E-08,3.12278E-07
IGDCC4,3.512,3.512,-1.984,8.10149E-09,1.15842E-07
OR2C1,3.512,3.512,-3.513,2.63092E-06,2.17155E-05
ART1,3.505,3.505,-3.237,8.30374E-08,9.75288E-07
KDM4E,3.505,3.505,-3.325,1.50619E-07,1.67958E-06
SLCO2B1,3.503,3.503,-0.98,1.98697E-15,7.70531E-14
LINC00309,3.499,3.499,-3.142,1.27027E-07,1.43069E-06
NLRP7,-3.497,3.497,-3.28,0.018490796,0.044638294
GABRA6,3.496,3.496,-3.658,4.1806E-06,3.3051E-05
LINC01030,3.495,3.495,-3.651,1.21241E-06,1.0956E-05
MCCD1,3.493,3.493,-3.096,4.05751E-08,5.10983E-07
C16orf90,3.491,3.491,-3.456,8.80578E-07,8.20462E-06
PRSS33,3.49,3.49,-3.462,2.73728E-06,2.24861E-05
TXLNB,3.489,3.489,-2.189,1.43877E-12,3.73251E-11
RADIL,3.487,3.487,-1.801,6.35921E-12,1.51516E-10
IFNA13,3.487,3.487,-2.809,2.59916E-08,3.38704E-07
FGB,-3.486,3.486,-2.475,0.098517552,0.17523366
MIR7515HG,3.479,3.479,-2.382,5.79471E-16,2.35686E-14
COL20A1,3.477,3.477,-2.466,2.14184E-09,3.37828E-08
RSPH10B,3.472,3.472,-1.237,2.69603E-20,1.9129E-18
SLC15A5,3.467,3.467,-3.492,4.6387E-06,3.629E-05
ATP1B4,3.462,3.462,-2.9,1.99599E-12,5.08424E-11
SPAM1,3.459,3.459,-3.296,9.42486E-09,1.32822E-07
RIIAD1,3.458,3.458,-3.104,6.31006E-06,4.7451E-05
LINC02401,3.457,3.457,-3.496,7.82019E-06,5.70892E-05
RSPO2,3.456,3.456,-3.208,8.17909E-07,7.66363E-06
39691,3.455,3.455,-3.278,1.4246E-06,1.26849E-05
C3AR1,3.453,3.453,-0.336,5.97189E-27,6.78382E-25
SLC13A1,3.451,3.451,-3.579,5.26925E-06,4.05183E-05
LRFN1,3.447,3.447,-2.124,9.88228E-18,5.24227E-16
ACSM4,3.444,3.444,-3.27,4.20926E-06,3.3236E-05
MSTN,3.443,3.443,-3.284,3.1728E-08,4.06625E-07
LINC00838,3.44,3.44,-2.114,7.03408E-11,1.41639E-09
OVOL1-AS1,3.435,3.435,-1.191,1.89173E-15,7.36139E-14
SLC25A31,3.433,3.433,-3.67,3.26022E-06,2.63678E-05
DDX43,3.432,3.432,-0.321,7.39361E-19,4.4824E-17
FER1L6,3.43,3.43,-0.291,5.01068E-24,4.73531E-22
BMP8A,3.429,3.429,-2.744,8.84419E-12,2.06138E-10
DHH,3.427,3.427,-3.555,2.73251E-05,0.000172156
LINC00284,3.426,3.426,-3.332,0.000141166,0.000716892
LINC00298,3.423,3.423,-3.359,1.06362E-08,1.48683E-07
SERPINB10,3.422,3.422,-0.197,2.52992E-18,1.41903E-16
LOC105370802,3.422,3.422,-2.242,4.11991E-12,1.00287E-10
A1CF,3.422,3.422,-1.329,3.03265E-10,5.50528E-09
NEFM,3.419,3.419,-0.751,2.88639E-08,3.72893E-07
RRH,3.418,3.418,-2.719,1.01458E-11,2.35258E-10
FTCD,3.418,3.418,-3.257,3.48909E-07,3.59654E-06
GYS2,3.402,3.402,-2.431,1.49127E-12,3.85536E-11
UNC5A,3.394,3.394,-3.244,2.46945E-06,2.05107E-05
LOC100128239,3.39,3.39,-1.936,6.41576E-10,1.09653E-08
GRM2,3.389,3.389,-2.119,3.02983E-09,4.65802E-08
LRRC10,3.387,3.387,-1.883,5.50419E-17,2.62845E-15
LINC02003,3.384,3.384,-2.98,2.14788E-10,4.00915E-09
SSC5D,3.383,3.383,-3.094,9.78594E-07,9.05783E-06
IFITM5,3.38,3.38,-3.525,2.26599E-06,1.90245E-05
SLAMF8,3.378,3.378,-2.775,4.62148E-09,6.91133E-08
SEC14L3,3.375,3.375,-2.063,5.13914E-12,1.23444E-10
NHLH1,3.374,3.374,-3.294,8.56638E-07,8.00146E-06
FAM163A,3.372,3.372,-2.581,1.05394E-10,2.06671E-09
FAM71D,3.371,3.371,-2.845,1.93084E-07,2.09597E-06
C8orf46,3.369,3.369,-0.448,1.38722E-12,3.61126E-11
GDPD4,3.368,3.368,-3.043,7.22016E-06,5.32097E-05
SFTPA1,3.368,3.368,-3.472,5.70144E-05,0.000326219
TDRD10,3.365,3.365,-3.232,2.71176E-08,3.52357E-07
BARX1,3.363,3.363,-3.047,4.94648E-10,8.68511E-09
CFAP61,3.362,3.362,-2.294,4.01436E-13,1.13139E-11
LL22NC01-81G9.3,3.362,3.362,-2.454,2.30393E-09,3.61367E-08
DACT3-AS1,3.361,3.361,-1.462,3.09257E-14,1.00955E-12
ITGB1BP2,3.358,3.358,-0.493,1.8688E-25,1.98269E-23
DLL4,3.358,3.358,-2.88,1.75248E-07,1.92653E-06
ONECUT2,3.357,3.357,-1.466,4.06756E-06,3.22253E-05
NAT8,3.355,3.355,-3.516,9.35866E-07,8.69455E-06
ANXA10,3.353,3.353,0.135,1.26001E-23,1.16626E-21
MYOG,3.352,3.352,-3.255,1.2708E-06,1.14149E-05
CD69,3.348,3.348,-3.209,1.04354E-09,1.72583E-08
EPHA10,3.346,3.346,-2.025,3.54245E-12,8.73648E-11
LINC01208,3.345,3.345,-3.047,3.80025E-08,4.8155E-07
MYO1F,3.344,3.344,0.07,9.16892E-21,6.76155E-19
LOC100506869,3.343,3.343,-2.585,1.75202E-12,4.49846E-11
LMO2,3.342,3.342,0.523,2.80915E-32,4.75063E-30
NEURL3,3.341,3.341,-0.285,7.32461E-37,1.63114E-34
STUM,3.34,3.34,-0.394,3.20605E-05,0.000197834
ADGRG3,3.334,3.334,-3.431,2.49424E-05,0.000158745
SLC39A5,3.332,3.332,-1.129,6.06119E-15,2.17083E-13
ADRA2B,3.331,3.331,-3.1,1.46292E-08,1.99661E-07
CHD5,3.331,3.331,-0.398,2.44638E-06,2.03491E-05
CXorf36,3.329,3.329,-0.616,1.20817E-23,1.1229E-21
HAVCR2,3.328,3.328,-1.245,2.66196E-15,1.00458E-13
INGX,3.328,3.328,-3.201,2.76854E-06,2.2718E-05
CCDC162P,3.325,3.325,0.243,2.63143E-37,6.03941E-35
CPA1,3.32,3.32,-3.513,9.52956E-07,8.82779E-06
LINC01529,3.319,3.319,-3.354,1.05685E-05,7.44693E-05
SUSD3,3.309,3.309,-1.509,2.21557E-13,6.48018E-12
KHDC1L,3.309,3.309,-2.137,2.24206E-10,4.17108E-09
SEL1L2,3.309,3.309,-3.392,2.39863E-05,0.000153616
FRMD1,3.306,3.306,-2.614,5.01959E-07,4.98017E-06
RNF112,3.305,3.305,-2.81,1.10882E-05,7.78386E-05
OPN5,3.296,3.296,-2.26,1.63932E-11,3.67614E-10
ACCSL,3.295,3.295,-3.585,1.72579E-05,0.000115012
CSF2RA,3.291,3.291,-0.576,4.6448E-16,1.90989E-14
CRYBA1,3.291,3.291,-2.346,1.26589E-14,4.29449E-13
EPSTI1,3.286,3.286,4.293,1.3568E-50,4.92214E-48
LONRF3,3.286,3.286,-3.147,5.75651E-06,4.38602E-05
ZNF705A,3.286,3.286,-3.091,6.64719E-05,0.000372282
CCDC36,3.285,3.285,-1.221,6.0995E-11,1.24379E-09
MIR219A2,3.285,3.285,-2.7,7.52037E-11,1.50756E-09
ZAR1,3.284,3.284,-3.416,8.02446E-07,7.53281E-06
SLFN14,3.281,3.281,-3.53,2.90663E-05,0.000181954
TPH1,3.279,3.279,-1.287,1.16191E-18,6.82343E-17
PRAM1,3.279,3.279,-1.09,7.94436E-17,3.70715E-15
ALMS1P1,3.276,3.276,-3.032,4.26521E-09,6.40407E-08
HERC6,3.275,3.275,4.812,1.35199E-68,7.41684E-66
IGDCC3,3.273,3.273,-2.095,3.29685E-09,5.04055E-08
LOC389199,3.272,3.272,-1.236,9.04126E-13,2.40943E-11
SAMD9,3.271,3.271,6.143,3.80306E-46,1.20477E-43
MED15P9,3.271,3.271,-2.92,3.17637E-09,4.87E-08
NPTX1,3.268,3.268,-1.371,8.91759E-07,8.29849E-06
IGSF6,3.266,3.266,0.097,2.47976E-18,1.39437E-16
SCGB3A2,3.264,3.264,-3.037,2.24715E-09,3.52953E-08
HLA-B,3.263,3.263,1.278,4.69863E-43,1.35489E-40
LINC00677,3.263,3.263,-3.596,8.52678E-05,0.000462903
BEND5,-3.262,3.262,-2.968,0.001749373,0.006171757
SLC22A11,3.261,3.261,-2.181,5.4976E-11,1.12513E-09
RFTN2,3.26,3.26,-0.517,2.77992E-21,2.1413E-19
CFHR3,3.257,3.257,-2.198,3.50242E-10,6.29707E-09
UMODL1,3.257,3.257,-3.379,4.80114E-05,0.000281657
TBC1D10C,3.254,3.254,-2.406,3.04289E-08,3.91537E-07
LINC00240,3.251,3.251,0.718,1.6836E-18,9.68479E-17
LRRC32,3.251,3.251,-2.659,4.85402E-05,0.000284685
GRASP,3.249,3.249,-2.311,8.77049E-11,1.74417E-09
TSHR,3.249,3.249,-2.409,1.39022E-09,2.26915E-08
HSPB7,3.249,3.249,-2.723,6.63819E-05,0.000372049
KRT27,3.248,3.248,-3.442,6.61697E-07,6.36565E-06
FCRL6,3.247,3.247,-2.536,3.89532E-10,6.93694E-09
ZNF560,3.246,3.246,-1.147,3.18608E-12,7.88354E-11
HCP5,3.242,3.242,1.024,1.06856E-07,1.22497E-06
TAGAP,3.239,3.239,-0.347,8.57857E-23,7.40525E-21
LINC02150,3.239,3.239,-2.502,7.73927E-10,1.30586E-08
GIP,3.239,3.239,-3.48,6.17873E-06,4.66819E-05
BMX,3.236,3.236,-2.133,5.76647E-10,9.94627E-09
CTNND2,-3.235,3.235,-1.729,0.010656936,0.028034597
TTBK1,3.233,3.233,-2.956,5.28858E-05,0.000305943
LYPD8,3.23,3.23,-3.505,7.72599E-08,9.12674E-07
GUCY2F,3.23,3.23,-2.91,3.13803E-07,3.27064E-06
MB,3.23,3.23,-3.333,1.77367E-06,1.53436E-05
MIR548F1,3.23,3.23,-3.46,8.75114E-06,6.29657E-05
VEGFD,3.229,3.229,-2.861,1.59816E-06,1.39813E-05
SP110,3.229,3.229,1.292,1.19837E-05,8.31908E-05
GMFG,3.228,3.228,-1.256,1.50345E-15,5.94297E-14
MIR5692B,3.228,3.228,-3.569,5.12467E-06,3.95689E-05
HHLA1,3.225,3.225,-2.395,3.18125E-15,1.19056E-13
SRMS,3.225,3.225,-1.911,1.27183E-13,3.8346E-12
NTRK2,-3.225,3.225,-2.144,0.017401725,0.042395971
ENPP6,3.224,3.224,-1.108,1.17374E-16,5.34407E-15
HLA-DRB1,3.223,3.223,-3.64,6.19548E-06,4.67927E-05
STAP1,3.222,3.222,-3.003,1.50901E-08,2.05327E-07
CNNM1,3.218,3.218,-1.329,1.41873E-11,3.21673E-10
TDRD7,3.217,3.217,4.157,1.53149E-56,6.62428E-54
SAG,3.215,3.215,-0.882,3.32447E-22,2.74904E-20
TCAM1P,3.214,3.214,-2.088,1.01652E-13,3.11918E-12
SHISA7,3.214,3.214,-3.498,2.45534E-06,2.04161E-05
CATSPER4,3.214,3.214,-3.315,2.49376E-06,2.0682E-05
ALDH1L1-AS2,-3.214,3.214,-3.357,0.033768065,0.073688883
OR9A4,3.212,3.212,-3.387,4.7996E-07,4.78938E-06
HELZ2,3.209,3.209,6.569,1.48095E-54,6.16845E-52
FABP12,3.209,3.209,-3.607,5.28319E-05,0.000305867
PSMB8-AS1,3.207,3.207,-3.131,1.9883E-10,3.73434E-09
CCDC13-AS1,3.207,3.207,-2.84,2.06498E-08,2.74826E-07
LOC642929,3.205,3.205,-2.919,1.12921E-10,2.19328E-09
USP50,3.205,3.205,-2.49,4.33216E-10,7.66632E-09
APOL4,3.199,3.199,1.656,3.06507E-52,1.18861E-49
ZSWIM2,3.199,3.199,-3.63,0.000290823,0.001335812
LOC102725019,3.193,3.193,-3.092,2.74109E-07,2.89557E-06
SEMA3G,3.189,3.189,-1.634,3.56824E-07,3.67309E-06
TAAR1,3.188,3.188,-3.594,1.14364E-05,8.00585E-05
BTN1A1,3.188,3.188,-3.372,6.15302E-05,0.000348687
ATP10A,3.187,3.187,2.512,4.95249E-47,1.59131E-44
KIAA1024L,3.187,3.187,-2.164,4.23131E-11,8.83664E-10
LOC101927237,3.187,3.187,-2.877,2.5455E-09,3.97042E-08
SLC12A1,3.187,3.187,-2.197,4.52766E-05,0.000267076
ACSM6,3.186,3.186,-1.081,2.27227E-26,2.51763E-24
CYP3A4,3.185,3.185,-2.593,6.17115E-08,7.4866E-07
MAJIN,3.183,3.183,-1.55,6.34435E-14,2.00699E-12
DNAH10,3.182,3.182,-0.266,2.17017E-11,4.79485E-10
TEX43,3.177,3.177,-3.461,5.0305E-05,0.000293277
TMPRSS7,3.175,3.175,-1.074,6.25839E-23,5.47718E-21
WDR49,3.174,3.174,-0.567,8.26887E-16,3.33902E-14
C16orf89,3.174,3.174,-1.898,1.30365E-08,1.79338E-07
C2orf83,3.172,3.172,-2.005,2.3588E-11,5.16593E-10
LOC285766,3.172,3.172,-3.275,5.37681E-08,6.60126E-07
VNN2,3.167,3.167,-2.025,3.96348E-12,9.67932E-11
RIPPLY1,3.166,3.166,-3.567,6.62396E-05,0.000371397
MYO1G,3.165,3.165,-1.13,7.29897E-17,3.42018E-15
USP44,3.165,3.165,-1.492,9.22628E-11,1.82674E-09
ADAMTS20,3.165,3.165,-3.231,1.12289E-06,1.0226E-05
CRYBB2,3.161,3.161,-3.075,2.58516E-08,3.37473E-07
LRRC55,3.161,3.161,-3.179,5.91193E-08,7.19541E-07
BCYRN1,3.159,3.159,5.818,4.643E-21,3.50437E-19
ARHGAP9,3.159,3.159,-2.451,3.92401E-08,4.95279E-07
NPPC,3.159,3.159,-3.152,6.78675E-05,0.000378966
PRG4,3.158,3.158,-1.91,7.69139E-11,1.54047E-09
PDZRN3,-3.156,3.156,-2.608,0.004210548,0.012890137
ST8SIA5,3.15,3.15,0.282,7.9908E-15,2.78218E-13
DDO,3.15,3.15,-2.782,7.40013E-08,8.77868E-07
CAMK1G,3.146,3.146,1.882,4.27996E-31,6.82729E-29
SLC17A4,3.146,3.146,-3.529,6.34288E-05,0.000357913
RAB42,3.145,3.145,0.371,1.11107E-18,6.54193E-17
CHRNA3,3.143,3.143,-1.081,3.15983E-12,7.83582E-11
SLC26A10,3.141,3.141,-3.571,0.000115304,0.00060005
ABCC13,3.139,3.139,-2.318,3.18697E-11,6.84636E-10
CD3E,3.139,3.139,-3.666,1.42777E-05,9.71604E-05
OOSP1,3.138,3.138,-3.566,7.39363E-05,0.000408009
CLEC18B,3.136,3.136,-1.262,2.9598E-12,7.36415E-11
PRR15,3.131,3.131,-0.421,1.3274E-30,2.03101E-28
LOC339298,3.131,3.131,-3.608,7.75049E-06,5.66723E-05
MIR202,3.13,3.13,-2.306,1.72213E-09,2.7687E-08
CSRP3,3.13,3.13,-3.528,1.36811E-05,9.35591E-05
CYP2J2,3.129,3.129,0.778,2.30633E-28,2.93073E-26
LINC02362,3.129,3.129,-1.018,4.08442E-19,2.56611E-17
TRIM69,3.126,3.126,2.888,1.04773E-48,3.62549E-46
LRRN4CL,3.125,3.125,-1.465,1.861E-13,5.51485E-12
CRX,3.123,3.123,-0.944,4.47631E-14,1.43612E-12
KCND1,3.122,3.122,-0.903,3.88204E-16,1.61694E-14
LBP,3.12,3.12,-3.382,3.09195E-05,0.000192217
TRANK1,3.116,3.116,3.969,2.1745E-36,4.65798E-34
LOC105375297,-3.114,3.114,-3.423,0.033996995,0.074034905
PPP1R42,3.112,3.112,-2.707,1.02327E-10,2.01422E-09
LOC541472,3.108,3.108,-3.175,8.63014E-10,1.4475E-08
SLC6A5,3.108,3.108,-2.838,1.3889E-06,1.23769E-05
