adj.P.Val,P.Value,t,B,logFC,adjLFC,GENE_SYMBOL,Gene.title
3.65E-11,4.04E-13,7.79,19.323766,0.224,0.224,DPH7,diphthamide biosynthesis 7
3.66E-11,4.08E-13,7.79,19.313623,0.886,0.886,GEM,GTP binding protein overexpressed in skeletal muscle
3.71E-11,4.16E-13,7.79,19.296409,0.272,0.272,FAM156A,family with sequence similarity 156 member A
3.72E-11,4.18E-13,-7.79,19.291666,-0.347,0.347,RPS6KA1,ribosomal protein S6 kinase A1
4.15E-11,4.68E-13,7.77,19.179889,0.463,0.463,MLXIPL,MLX interacting protein like
4.15E-11,4.69E-13,7.77,19.179036,0.344,0.344,PVRIG,poliovirus receptor related immunoglobulin domain containing
4.28E-11,4.84E-13,7.76,19.146688,0.57,0.57,BCLAF1,BCL2 associated transcription factor 1
4.57E-11,5.18E-13,7.75,19.081246,0.37,0.37,HS3ST1,heparan sulfate-glucosamine 3-sulfotransferase 1
4.73E-11,5.38E-13,7.74,19.04391,0.265,0.265,NAIP,NLR family apoptosis inhibitory protein
4.91E-11,5.63E-13,7.74,18.999753,0.315,0.315,DDX5,DEAD-box helicase 5
5.15E-11,5.92E-13,7.73,18.951855,0.341,0.341,PAN2,PAN2 poly(A) specific ribonuclease subunit
5.19E-11,5.99E-13,-7.73,18.940289,-0.214,0.214,PIR,pirin
5.24E-11,6.06E-13,7.72,18.928821,0.385,0.385,IGLL1,immunoglobulin lambda like polypeptide 1
5.32E-11,6.16E-13,7.72,18.91188,0.36,0.36,EGFL8,EGF like domain multiple 8
5.56E-11,6.46E-13,7.71,18.86669,0.5,0.5,STARD5,StAR related lipid transfer domain containing 5
5.81E-11,6.78E-13,7.71,18.81873,0.435,0.435,DUOX1,dual oxidase 1
5.81E-11,6.8E-13,7.7,18.815521,0.532,0.532,DUSP8,dual specificity phosphatase 8
6.11E-11,7.16E-13,-7.7,18.7651,-0.318,0.318,ACYP2,acylphosphatase 2
6.33E-11,7.45E-13,7.69,18.72738,0.383,0.383,ANAPC2,anaphase promoting complex subunit 2
6.52E-11,7.68E-13,7.68,18.697098,0.228,0.228,CDK5RAP3,CDK5 regulatory subunit associated protein 3
7.31E-11,8.64E-13,7.66,18.582658,0.379,0.379,ELAVL1,ELAV like RNA binding protein 1
7.97E-11,9.44E-13,-7.65,18.495826,-0.419,0.419,RXRA,retinoid X receptor alpha
8.5E-11,1.01E-12,7.64,18.430652,0.372,0.372,UVSSA,UV stimulated scaffold protein A
9.73E-11,1.16E-12,-7.62,18.296005,-0.334,0.334,LOC101928659,uncharacterized LOC101928659
1.01E-10,1.2E-12,7.61,18.261485,0.656,0.656,GAL3ST1,galactose-3-O-sulfotransferase 1
1.04E-10,1.26E-12,7.6,18.217304,0.306,0.306,IRF2BP2,interferon regulatory factor 2 binding protein 2
1.05E-10,1.27E-12,7.6,18.208833,0.774,0.774,IFITM2,interferon induced transmembrane protein 2
1.23E-10,1.48E-12,7.57,18.056161,0.432,0.432,LENG8,leukocyte receptor cluster member 8
1.3E-10,1.59E-12,7.56,17.98452,0.272,0.272,HDAC7,histone deacetylase 7
1.3E-10,1.59E-12,7.56,17.988132,0.417,0.417,PHLPP2,PH domain and leucine rich repeat protein phosphatase 2
1.53E-10,1.89E-12,7.53,17.817311,0.817,0.817,GBP5,guanylate binding protein 5
1.59E-10,1.97E-12,-7.53,17.777996,-0.436,0.436,FTH1,ferritin heavy chain 1
1.66E-10,2.07E-12,7.52,17.729303,0.277,0.277,USP42,ubiquitin specific peptidase 42
1.67E-10,2.09E-12,7.52,17.721267,0.58,0.58,NEAT1,nuclear paraspeckle assembly transcript 1 (non-protein coding)
1.67E-10,2.09E-12,7.52,17.721779,0.259,0.259,UNK,unkempt family zinc finger
1.71E-10,2.14E-12,7.51,17.697041,0.759,0.759,ATF3,activating transcription factor 3
1.74E-10,2.19E-12,7.51,17.673352,0.404,0.404,TJP1,tight junction protein 1
1.8E-10,2.27E-12,-7.5,17.640191,-0.415,0.415,KMT2A,lysine methyltransferase 2A
1.81E-10,2.29E-12,7.5,17.62962,0.28,0.28,NFKB1,nuclear factor kappa B subunit 1
1.87E-10,2.38E-12,7.49,17.594359,0.566,0.566,NT5C3A,"5'-nucleotidase, cytosolic IIIA"
2.3E-10,2.95E-12,7.46,17.38482,0.361,0.361,UBE3A,ubiquitin protein ligase E3A
2.33E-10,3.01E-12,-7.45,17.364156,-0.292,0.292,ATP6V1D,ATPase H+ transporting V1 subunit D
2.33E-10,3E-12,7.45,17.367191,0.616,0.616,CD274,CD274 molecule
2.48E-10,3.21E-12,7.44,17.302438,0.404,0.404,ZMYND8,zinc finger MYND-type containing 8
2.49E-10,3.22E-12,7.44,17.298419,0.559,0.559,JMJD7-PLA2G4B,JMJD7-PLA2G4B readthrough
2.54E-10,3.3E-12,7.44,17.27686,0.387,0.387,SP100,SP100 nuclear antigen
2.55E-10,3.33E-12,7.44,17.267569,0.235,0.235,MED26,mediator complex subunit 26
2.62E-10,3.42E-12,7.43,17.240162,0.688,0.688,SEC31B,"SEC31 homolog B, COPII coat complex component"
2.87E-10,3.76E-12,7.42,17.149127,0.455,0.455,CLUHP3,clustered mitochondria homolog pseudogene 3
3.34E-10,4.4E-12,7.39,16.994299,0.267,0.267,ATG4B,autophagy related 4B cysteine peptidase
3.76E-10,4.99E-12,7.37,16.872563,0.393,0.393,FOXK1,forkhead box K1
3.86E-10,5.15E-12,7.36,16.842593,0.329,0.329,TPCN1,two pore segment channel 1
3.89E-10,5.2E-12,7.36,16.831583,0.241,0.241,WHAMM,"WAS protein homolog associated with actin, golgi membranes and microtubules"
3.93E-10,5.26E-12,7.36,16.820518,0.464,0.464,SGK1,serum/glucocorticoid regulated kinase 1
3.95E-10,5.3E-12,-7.36,16.813546,-0.51,0.51,DYNC2H1,dynein cytoplasmic 2 heavy chain 1
4.14E-10,5.6E-12,-7.35,16.760073,-0.362,0.362,DIDO1,death inducer-obliterator 1
4.56E-10,6.2E-12,7.33,16.660628,0.278,0.278,ZNF707,zinc finger protein 707
4.96E-10,6.78E-12,7.32,16.573525,0.551,0.551,MIRLET7BHG,MIRLET7B host gene
4.98E-10,6.83E-12,7.31,16.567424,0.779,0.779,DUSP2,dual specificity phosphatase 2
5.05E-10,6.93E-12,7.31,16.552711,0.214,0.214,IRF3,interferon regulatory factor 3
5.18E-10,7.15E-12,7.31,16.522318,0.483,0.483,LINC00672,long intergenic non-protein coding RNA 672
5.34E-10,7.38E-12,7.3,16.491402,0.481,0.481,TRIM22,tripartite motif containing 22
6.18E-10,8.58E-12,7.28,16.344825,0.467,0.467,RELB,"RELB proto-oncogene, NF-kB subunit"
6.51E-10,9.09E-12,7.27,16.28815,0.319,0.319,ARID5A,AT-rich interaction domain 5A
6.51E-10,9.08E-12,7.27,16.289455,0.69,0.69,IL10RA,interleukin 10 receptor subunit alpha
6.59E-10,9.22E-12,7.26,16.274303,0.707,0.707,MLKL,mixed lineage kinase domain like
6.68E-10,9.36E-12,-7.26,16.259449,-0.166,0.166,DDX6,DEAD-box helicase 6
6.77E-10,9.51E-12,-7.26,16.244641,-0.668,0.668,HOXB4,homeobox B4
7.4E-10,1.04E-11,7.24,16.152871,0.64,0.64,SOCS3,suppressor of cytokine signaling 3
7.98E-10,1.13E-11,7.23,16.077194,0.575,0.575,RUSC1-AS1,RUSC1 antisense RNA 1
8.55E-10,1.21E-11,7.22,16.006737,0.224,0.224,CRTC2,CREB regulated transcription coactivator 2
8.71E-10,1.24E-11,7.21,15.985965,0.38,0.38,TCIRG1,"T-cell immune regulator 1, ATPase H+ transporting V0 subunit a3"
9.42E-10,1.34E-11,7.2,15.908526,0.602,0.602,B2M,beta-2-microglobulin
9.9E-10,1.42E-11,-7.19,15.855632,-0.346,0.346,CEP97,centrosomal protein 97
1.08E-09,1.55E-11,-7.17,15.768793,-0.348,0.348,PSTPIP1,proline-serine-threonine phosphatase interacting protein 1
1.13E-09,1.63E-11,7.16,15.719565,0.276,0.276,ARMC5,armadillo repeat containing 5
1.13E-09,1.63E-11,7.16,15.719444,0.393,0.393,RAB40C,"RAB40C, member RAS oncogene family"
1.14E-09,1.64E-11,-7.16,15.711229,-0.46,0.46,C1orf194,chromosome 1 open reading frame 194
1.22E-09,1.78E-11,7.15,15.635715,0.409,0.409,CLASRP,CLK4 associating serine/arginine rich protein
1.32E-09,1.92E-11,7.14,15.558965,0.724,0.724,SAMD9,sterile alpha motif domain containing 9
1.34E-09,1.95E-11,7.13,15.546646,0.507,0.507,MC1R,melanocortin 1 receptor
1.38E-09,2.02E-11,7.13,15.511644,0.224,0.224,RING1,ring finger protein 1
1.4E-09,2.06E-11,-7.12,15.489404,-0.35,0.35,DUSP19,dual specificity phosphatase 19
1.43E-09,2.11E-11,7.12,15.467172,0.267,0.267,LOC390705,"protein phosphatase 2 regulatory subunit B'', beta pseudogene"
1.44E-09,2.14E-11,7.12,15.452304,0.24,0.24,PDXDC2P,"pyridoxal dependent decarboxylase domain containing 2, pseudogene"
1.44E-09,2.13E-11,7.12,15.457242,0.529,0.529,TOR1B,torsin family 1 member B
1.77E-09,2.65E-11,7.08,15.245232,0.257,0.257,NEIL1,nei like DNA glycosylase 1
1.79E-09,2.7E-11,7.08,15.228414,0.368,0.368,SRRM2,serine/arginine repetitive matrix 2
1.86E-09,2.8E-11,7.07,15.193114,0.287,0.287,DGKD,diacylglycerol kinase delta
2.11E-09,3.21E-11,-7.05,15.060097,-0.572,0.572,HHLA2,HERV-H LTR-associating 2
2.11E-09,3.21E-11,7.05,15.06117,0.588,0.588,PABPC1L,poly(A) binding protein cytoplasmic 1 like
2.15E-09,3.28E-11,-7.04,15.037946,-0.233,0.233,FAM173B,family with sequence similarity 173 member B
2.25E-09,3.45E-11,7.03,14.989751,0.398,0.398,NR4A2,nuclear receptor subfamily 4 group A member 2
2.26E-09,3.48E-11,7.03,14.981452,0.234,0.234,TOE1,"target of EGR1, member 1 (nuclear)"
2.33E-09,3.59E-11,7.03,14.951973,0.24,0.24,GEMIN7,gem nuclear organelle associated protein 7
2.34E-09,3.62E-11,7.02,14.943242,0.321,0.321,GOLGA6L9,golgin A6 family-like 9
2.68E-09,4.16E-11,-7,14.806761,-0.25,0.25,FAM172A,family with sequence similarity 172 member A
2.71E-09,4.22E-11,7,14.793365,0.52,0.52,GBP4,guanylate binding protein 4
2.72E-09,4.25E-11,-7,14.787132,-0.437,0.437,CETN4P,"centrin 4, pseudogene"
2.72E-09,4.24E-11,-7,14.788471,-0.213,0.213,NEBL,nebulette
2.82E-09,4.42E-11,6.99,14.748864,0.303,0.303,ARL5B,ADP ribosylation factor like GTPase 5B
2.85E-09,4.48E-11,6.99,14.735814,0.327,0.327,COX4I1,cytochrome c oxidase subunit 4I1
2.9E-09,4.57E-11,6.98,14.716928,0.245,0.245,RAD9A,RAD9 checkpoint clamp component A
3.06E-09,4.85E-11,-6.97,14.657849,-0.274,0.274,NDUFB7,NADH:ubiquinone oxidoreductase subunit B7
3.06E-09,4.84E-11,6.97,14.659558,0.35,0.35,SLC25A35,solute carrier family 25 member 35
3.14E-09,4.99E-11,6.97,14.631206,0.219,0.219,ZSCAN29,zinc finger and SCAN domain containing 29
3.23E-09,5.14E-11,-6.96,14.602479,-0.357,0.357,DDB1,damage specific DNA binding protein 1
3.59E-09,5.74E-11,-6.94,14.49433,-0.469,0.469,EFHB,EF-hand domain family member B
3.69E-09,5.92E-11,6.94,14.464825,0.552,0.552,MYH3,"myosin, heavy chain 3, skeletal muscle, embryonic"
3.78E-09,6.08E-11,6.93,14.438916,0.825,0.825,FBXO39,F-box protein 39
3.79E-09,6.1E-11,6.93,14.434893,0.321,0.321,MYD88,myeloid differentiation primary response 88
3.83E-09,6.2E-11,6.93,14.419385,0.572,0.572,CPEB2,cytoplasmic polyadenylation element binding protein 2
3.83E-09,6.19E-11,-6.93,14.420293,-0.553,0.553,LOC100133050,glucuronidase beta pseudogene
3.87E-09,6.26E-11,6.93,14.409494,0.669,0.669,GPR17,G protein-coupled receptor 17
4.2E-09,6.82E-11,6.91,14.326979,0.253,0.253,USP35,ubiquitin specific peptidase 35
4.34E-09,7.06E-11,6.91,14.29301,0.203,0.203,DYRK1A,dual specificity tyrosine phosphorylation regulated kinase 1A
4.34E-09,7.08E-11,6.91,14.289816,0.217,0.217,ULK3,unc-51 like kinase 3
4.61E-09,7.55E-11,6.9,14.22786,0.536,0.536,ARHGAP30,Rho GTPase activating protein 30
5.28E-09,8.69E-11,-6.87,14.090775,-0.233,0.233,TMTC3,transmembrane and tetratricopeptide repeat containing 3
5.81E-09,9.64E-11,6.85,13.990165,0.607,0.607,LAG3,lymphocyte activating 3
5.81E-09,9.58E-11,6.85,13.996596,0.248,0.248,PARP3,poly(ADP-ribose) polymerase family member 3
5.93E-09,9.87E-11,6.85,13.967398,0.229,0.229,ENTPD6,ectonucleoside triphosphate diphosphohydrolase 6 (putative)
5.93E-09,9.87E-11,6.85,13.967484,0.353,0.353,RPS2,ribosomal protein S2
5.96E-09,9.95E-11,6.85,13.959285,0.28,0.28,PKD1P6-NPIPP1,PKD1P6-NPIPP1 readthrough
5.96E-09,9.96E-11,6.85,13.958232,0.294,0.294,ROBO3,roundabout guidance receptor 3
5.99E-09,1.01E-10,6.84,13.948456,0.306,0.306,ABCD1,ATP binding cassette subfamily D member 1
6.17E-09,1.04E-10,6.84,13.917595,0.734,0.734,LOC284454,uncharacterized LOC284454
6.51E-09,1.1E-10,6.83,13.86341,0.304,0.304,RNF114,ring finger protein 114
6.64E-09,1.12E-10,6.82,13.841789,0.481,0.481,CDC42EP2,CDC42 effector protein 2
7.24E-09,1.23E-10,6.81,13.755369,0.244,0.244,GIGYF1,GRB10 interacting GYF protein 1
7.6E-09,1.29E-10,6.8,13.704225,0.469,0.469,CMTR1,cap methyltransferase 1
7.7E-09,1.31E-10,6.8,13.689696,0.424,0.424,ASGR1,asialoglycoprotein receptor 1
0.000000008,1.37E-10,6.79,13.649819,0.504,0.504,SECTM1,secreted and transmembrane 1
8.1E-09,1.39E-10,6.79,13.635852,0.388,0.388,EXOC3,exocyst complex component 3
8.53E-09,1.47E-10,6.78,13.580464,0.41,0.41,ZFP36L1,ZFP36 ring finger protein like 1
8.61E-09,1.49E-10,6.77,13.569892,0.321,0.321,SRSF5,serine and arginine rich splicing factor 5
8.75E-09,1.51E-10,6.77,13.550987,0.384,0.384,SCAMP1-AS1,SCAMP1 antisense RNA 1
8.92E-09,1.55E-10,6.77,13.529948,0.341,0.341,PTOV1-AS2,PTOV1 antisense RNA 2
9.01E-09,1.57E-10,6.76,13.518676,0.5,0.5,C1orf162,chromosome 1 open reading frame 162
9.24E-09,1.61E-10,6.76,13.493045,0.242,0.242,U2AF1L4,U2 small nuclear RNA auxiliary factor 1 like 4
9.58E-09,1.67E-10,6.75,13.45413,0.682,0.682,PARP14,poly(ADP-ribose) polymerase family member 14
1.01E-08,1.77E-10,-6.74,13.401905,-0.22,0.22,UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1
1.02E-08,1.79E-10,6.74,13.389965,0.331,0.331,HLA-E,"major histocompatibility complex, class I, E"
1.04E-08,1.82E-10,6.74,13.370012,0.203,0.203,IFNLR1,interferon lambda receptor 1
1.04E-08,1.84E-10,6.74,13.364441,0.3,0.3,SNHG12,small nucleolar RNA host gene 12
1.09E-08,1.92E-10,-6.73,13.318559,-0.348,0.348,BANF1,barrier to autointegration factor 1
0.000000011,1.95E-10,-6.73,13.306671,-0.416,0.416,LOC105379704,CASP-like protein 4A1
1.11E-08,1.97E-10,6.72,13.294557,0.863,0.863,IL4I1,interleukin 4 induced 1
1.15E-08,2.04E-10,-6.72,13.261821,-0.465,0.465,CFAP43,cilia and flagella associated protein 43
1.15E-08,2.04E-10,6.72,13.263729,0.492,0.492,LCAT,lecithin-cholesterol acyltransferase
1.18E-08,2.1E-10,-6.71,13.23467,-0.363,0.363,LOC100147773,uncharacterized LOC100147773
1.25E-08,2.24E-10,6.7,13.169489,0.849,0.849,TMEM140,transmembrane protein 140
1.27E-08,2.28E-10,6.7,13.155519,0.265,0.265,PSME2,proteasome activator subunit 2
1.33E-08,2.39E-10,6.69,13.10603,0.61,0.61,CD83,CD83 molecule
1.35E-08,2.44E-10,6.69,13.087055,0.236,0.236,ESRP2,epithelial splicing regulatory protein 2
1.45E-08,2.63E-10,6.67,13.013238,0.203,0.203,CEBPB,CCAAT/enhancer binding protein beta
1.58E-08,2.88E-10,6.65,12.924986,0.427,0.427,HNRNPDL,heterogeneous nuclear ribonucleoprotein D like
1.61E-08,2.97E-10,6.65,12.896615,0.718,0.718,PPM1K,"protein phosphatase, Mg2+/Mn2+ dependent 1K"
1.67E-08,3.08E-10,6.64,12.862804,0.405,0.405,ALS2CL,ALS2 C-terminal like
1.69E-08,3.12E-10,6.64,12.847934,0.637,0.637,UBE2L6,ubiquitin conjugating enzyme E2 L6
1.94E-08,3.6E-10,-6.61,12.709442,-0.498,0.498,CDKL2,cyclin dependent kinase like 2
1.98E-08,3.68E-10,6.61,12.68786,0.172,0.172,ARHGEF7,Rho guanine nucleotide exchange factor 7
1.98E-08,3.7E-10,-6.61,12.683639,-0.513,0.513,CLDN16,claudin 16
1.99E-08,3.72E-10,6.61,12.676862,0.298,0.298,PHF11,PHD finger protein 11
2.02E-08,3.79E-10,6.61,12.659589,0.466,0.466,LGALS9,galectin 9
2.06E-08,3.88E-10,6.6,12.637843,0.325,0.325,SHISA5,shisa family member 5
2.18E-08,4.13E-10,6.59,12.576928,0.253,0.253,TCAP,titin-cap
2.18E-08,4.13E-10,6.59,12.57681,0.365,0.365,UCP3,uncoupling protein 3
2.33E-08,4.42E-10,6.58,12.509518,0.285,0.285,BRICD5,BRICHOS domain containing 5
2.33E-08,4.42E-10,6.58,12.510743,0.78,0.78,PGGHG,protein-glucosylgalactosylhydroxylysine glucosidase
2.38E-08,4.54E-10,-6.57,12.485533,-0.285,0.285,ATP5G2,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C2 (subunit 9)"
0.000000024,4.59E-10,6.57,12.47287,0.219,0.219,CHD2,chromodomain helicase DNA binding protein 2
2.46E-08,4.71E-10,6.57,12.449232,0.233,0.233,NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
2.47E-08,4.76E-10,6.56,12.438635,0.536,0.536,GADD45B,growth arrest and DNA damage inducible beta
2.47E-08,4.75E-10,6.56,12.440825,0.651,0.651,SLC23A3,solute carrier family 23 member 3
2.48E-08,4.78E-10,6.56,12.434941,0.321,0.321,ZBTB7B,zinc finger and BTB domain containing 7B
2.48E-08,4.79E-10,6.56,12.43312,0.247,0.247,ZMYM3,zinc finger MYM-type containing 3
2.56E-08,4.95E-10,6.56,12.400254,0.295,0.295,MOV10,Mov10 RISC complex RNA helicase
2.57E-08,4.99E-10,6.56,12.392923,0.343,0.343,CACNB1,calcium voltage-gated channel auxiliary subunit beta 1
2.61E-08,5.08E-10,6.55,12.375825,0.312,0.312,ANO9,anoctamin 9
2.61E-08,5.09E-10,6.55,12.373004,0.295,0.295,MAN2A2,mannosidase alpha class 2A member 2
2.65E-08,5.18E-10,-6.55,12.356067,-0.517,0.517,KLHL6,kelch like family member 6
2.68E-08,5.25E-10,6.55,12.343305,0.341,0.341,VMP1,vacuole membrane protein 1
2.81E-08,5.51E-10,6.54,12.295723,0.192,0.192,TOB1,"transducer of ERBB2, 1"
2.92E-08,5.75E-10,6.53,12.255405,0.487,0.487,LY6E,"lymphocyte antigen 6 complex, locus E"
3.16E-08,6.24E-10,-6.51,12.175465,-0.446,0.446,DZIP3,DAZ interacting zinc finger protein 3
3.73E-08,7.41E-10,-6.48,12.009558,-0.532,0.532,EFHC2,EF-hand domain containing 2
4.14E-08,8.31E-10,6.46,11.898366,0.231,0.231,CAPN15,calpain 15
4.17E-08,8.38E-10,-6.46,11.89018,-0.463,0.463,LOC105377371,uncharacterized LOC105377371
4.21E-08,8.49E-10,-6.46,11.877074,-0.314,0.314,SIVA1,SIVA1 apoptosis inducing factor
4.21E-08,8.47E-10,-6.46,11.879452,-0.37,0.37,ZNF396,zinc finger protein 396
4.26E-08,8.61E-10,-6.46,11.863252,-0.673,0.673,ADH6,alcohol dehydrogenase 6 (class V)
4.69E-08,9.49E-10,6.44,11.769037,0.466,0.466,SGK494,uncharacterized serine/threonine-protein kinase SgK494
4.81E-08,9.77E-10,-6.43,11.741213,-0.386,0.386,KIAA1841,KIAA1841
4.94E-08,1.01E-09,6.43,11.712188,0.271,0.271,GOLGA8T,golgin A8 family member T
5.09E-08,1.04E-09,6.42,11.682443,0.438,0.438,DKFZP586B0319,DKFZP586B0319 protein
0.000000055,1.12E-09,6.41,11.603955,0.408,0.408,NUPR1,"nuclear protein 1, transcriptional regulator"
5.53E-08,1.13E-09,-6.4,11.597743,-0.221,0.221,MDM1,Mdm1 nuclear protein
5.58E-08,1.15E-09,-6.4,11.586213,-0.334,0.334,SPAG16,sperm associated antigen 16
5.63E-08,1.16E-09,6.4,11.576058,0.324,0.324,KPTN,"kaptin, actin binding protein"
5.63E-08,1.16E-09,-6.4,11.574662,-0.214,0.214,ZNF664,zinc finger protein 664
5.82E-08,1.2E-09,6.39,11.540555,0.529,0.529,ARL4D,ADP ribosylation factor like GTPase 4D
6.02E-08,1.25E-09,6.39,11.503347,0.414,0.414,EIF5,eukaryotic translation initiation factor 5
6.26E-08,1.3E-09,6.38,11.462529,0.352,0.352,ZNFX1,zinc finger NFX1-type containing 1
6.28E-08,1.31E-09,-6.38,11.458368,-0.454,0.454,FAM81A,family with sequence similarity 81 member A
6.28E-08,1.31E-09,6.38,11.457155,0.235,0.235,WDR6,WD repeat domain 6
6.29E-08,1.31E-09,6.38,11.454341,0.307,0.307,RBM6,RNA binding motif protein 6
6.34E-08,1.32E-09,6.38,11.445699,0.405,0.405,GOLGA8A,golgin A8 family member A
6.34E-08,1.33E-09,6.38,11.444257,0.303,0.303,NLGN2,neuroligin 2
6.37E-08,1.34E-09,6.37,11.437919,0.235,0.235,ZNF516,zinc finger protein 516
6.46E-08,1.36E-09,-6.37,11.422394,-0.642,0.642,RGS22,regulator of G-protein signaling 22
6.54E-08,1.38E-09,-6.37,11.409066,-0.296,0.296,FBXL2,F-box and leucine rich repeat protein 2
6.57E-08,1.39E-09,-6.37,11.402112,-0.337,0.337,LOC105371763,uncharacterized LOC105371763
6.67E-08,1.41E-09,6.36,11.384873,0.213,0.213,POGZ,pogo transposable element with ZNF domain
6.71E-08,1.42E-09,-6.36,11.37724,-0.191,0.191,NUDT7,nudix hydrolase 7
6.78E-08,1.44E-09,6.36,11.365317,0.348,0.348,SMAD1,SMAD family member 1
6.95E-08,1.48E-09,-6.35,11.338689,-0.287,0.287,WDPCP,WD repeat containing planar cell polarity effector
7.02E-08,1.5E-09,6.35,11.327935,0.87,0.87,ZBTB24,zinc finger and BTB domain containing 24
7.21E-08,1.54E-09,6.35,11.299599,0.835,0.835,RASGRP3,RAS guanyl releasing protein 3
7.25E-08,1.55E-09,6.35,11.294012,0.305,0.305,YRDC,yrdC N6-threonylcarbamoyltransferase domain containing
7.28E-08,1.56E-09,6.35,11.287402,0.193,0.193,EPC1,enhancer of polycomb homolog 1
7.52E-08,1.61E-09,6.34,11.253652,0.305,0.305,JADE2,jade family PHD finger 2
7.67E-08,1.65E-09,6.33,11.230751,0.284,0.284,PLK2,polo like kinase 2
7.85E-08,1.69E-09,6.33,11.206601,0.201,0.201,SRRT,"serrate, RNA effector molecule"
7.96E-08,1.72E-09,6.33,11.192381,0.241,0.241,ZSWIM6,zinc finger SWIM-type containing 6
7.98E-08,1.73E-09,-6.33,11.188339,-0.219,0.219,CEP44,centrosomal protein 44
7.99E-08,1.73E-09,6.33,11.186117,0.215,0.215,JMY,"junction mediating and regulatory protein, p53 cofactor"
8.22E-08,1.78E-09,6.32,11.156337,0.993,0.993,NR1D1,nuclear receptor subfamily 1 group D member 1
8.75E-08,1.91E-09,-6.31,11.090834,-0.448,0.448,IQCH,IQ motif containing H
0.00000009,1.97E-09,6.3,11.061971,0.242,0.242,N4BP1,NEDD4 binding protein 1
9.23E-08,2.02E-09,6.3,11.035995,0.288,0.288,ZNF512B,zinc finger protein 512B
9.59E-08,2.11E-09,6.29,10.99471,0.805,0.805,DRD3,dopamine receptor D3
0.000000096,2.11E-09,6.29,10.992101,0.384,0.384,TDRD7,tudor domain containing 7
9.77E-08,2.16E-09,6.28,10.973231,0.394,0.394,CNP,"2',3'-cyclic nucleotide 3' phosphodiesterase"
9.77E-08,2.16E-09,6.28,10.973077,0.303,0.303,MAZ,MYC associated zinc finger protein
0.000000101,2.24E-09,-6.28,10.935246,-0.309,0.309,ARL13B,ADP ribosylation factor like GTPase 13B
0.000000101,2.24E-09,-6.28,10.934528,-0.451,0.451,DIO1,"deiodinase, iodothyronine type I"
0.000000103,2.3E-09,6.27,10.912297,0.295,0.295,ELMSAN1,ELM2 and Myb/SANT domain containing 1
0.000000104,2.32E-09,6.27,10.90113,0.26,0.26,TRIB2,tribbles pseudokinase 2
0.000000105,2.35E-09,6.27,10.89054,0.151,0.151,RNF217,ring finger protein 217
0.000000108,2.42E-09,-6.26,10.862202,-0.353,0.353,PAIP2B,poly(A) binding protein interacting protein 2B
0.00000011,2.48E-09,6.26,10.838223,0.191,0.191,AP1G2,adaptor related protein complex 1 gamma 2 subunit
0.00000011,2.48E-09,6.26,10.838964,0.167,0.167,PUS1,pseudouridylate synthase 1
0.000000111,2.49E-09,6.26,10.831989,0.328,0.328,RBCK1,RANBP2-type and C3HC4-type zinc finger containing 1
0.000000115,2.6E-09,-6.25,10.791488,-0.298,0.298,CECR5-AS1,CECR5 antisense RNA 1
0.000000117,2.65E-09,6.25,10.77262,0.185,0.185,E2F4,E2F transcription factor 4
0.000000117,2.67E-09,6.24,10.766852,0.257,0.257,TAZ,tafazzin
0.000000119,2.7E-09,-6.24,10.754383,-0.408,0.408,FNDC11,fibronectin type III domain containing 11
0.000000124,2.83E-09,6.23,10.708841,0.212,0.212,ZNF543,zinc finger protein 543
0.000000125,2.86E-09,-6.23,10.698509,-0.483,0.483,CCDC170,coiled-coil domain containing 170
0.000000126,2.9E-09,6.23,10.685745,0.442,0.442,GON4L,gon-4 like
0.000000127,2.92E-09,6.23,10.679771,0.505,0.505,HESX1,HESX homeobox 1
0.000000127,2.92E-09,6.23,10.678398,0.469,0.469,TRIM21,tripartite motif containing 21
0.000000131,3.02E-09,6.22,10.645256,0.336,0.336,STX1A,syntaxin 1A
0.000000132,3.06E-09,6.22,10.632929,0.274,0.274,ADAMTS13,ADAM metallopeptidase with thrombospondin type 1 motif 13
0.000000134,3.11E-09,6.22,10.617734,0.221,0.221,AKAP8,A-kinase anchoring protein 8
0.000000136,3.15E-09,6.21,10.604316,0.618,0.618,GDF15,growth differentiation factor 15
0.000000138,3.21E-09,6.21,10.588843,0.359,0.359,LAT2,linker for activation of T-cells family member 2
0.000000142,3.3E-09,-6.2,10.561037,-0.387,0.387,BCOR,BCL6 corepressor
0.000000142,3.3E-09,6.2,10.560072,0.751,0.751,C8orf4,chromosome 8 open reading frame 4
