GENE_SYMBOL,Log_FoldChange,absLogFC,logCPM,PValue,FDR_adjusted_P.value
ATP8B4,4.926,4.926,-0.659,4.09571E-21,2.03002E-19
HCRTR2,4.919,4.919,-3.133,1.88862E-11,2.51051E-10
IL18RAP,4.917,4.917,-2.767,4.84384E-13,8.20014E-12
HLA-DRB1,4.917,4.917,-3.331,2.15801E-10,2.42948E-09
CA4,4.913,4.913,-2.972,5.30247E-12,7.69419E-11
PLEKHS1,4.912,4.912,-0.69,8.32869E-26,7.31214E-24
CD38,4.907,4.907,0.107,1.18026E-32,2.43036E-30
APOL5,4.9,4.9,-3.042,6.76176E-14,1.29907E-12
CRP,4.894,4.894,-3.428,9.06345E-11,1.08968E-09
LINC01225,4.892,4.892,-3.033,4.73615E-14,9.3043E-13
ACTL7B,4.888,4.888,-3.242,8.05578E-12,1.13619E-10
BHMG1,4.883,4.883,-2.568,2.54373E-16,6.96224E-15
TOGARAM2,4.882,4.882,2.194,3.82177E-49,3.76378E-46
C1orf189,4.882,4.882,-2.324,2.60418E-16,7.10691E-15
NT5DC4,4.881,4.881,-0.917,5.13867E-28,6.22438E-26
LRIT3,4.878,4.878,-2.702,1.50441E-18,5.47852E-17
METTL21C,4.878,4.878,-3.148,1.01566E-13,1.89973E-12
HHIPL2,4.874,4.874,-1.405,1.35852E-14,2.88395E-13
PYGM,4.868,4.868,0.445,3.6146E-27,3.77301E-25
USP50,4.867,4.867,-1.616,3.75625E-22,2.10081E-20
SEL1L2,4.863,4.863,-3.016,7.12665E-10,7.30764E-09
SLC6A4,4.852,4.852,0.217,2.58997E-34,5.98626E-32
F7,4.847,4.847,-3.486,2.37683E-11,3.10482E-10
GALNTL5,4.847,4.847,-3.117,7.65605E-11,9.29353E-10
SLC10A4,4.846,4.846,-3.082,4.44794E-13,7.58092E-12
PCAT4,4.831,4.831,-2.884,2.77762E-08,2.13274E-07
MTNR1A,4.829,4.829,-2.966,1.21124E-11,1.65775E-10
TTBK1,4.829,4.829,-2.345,3.41909E-10,3.72141E-09
CASR,4.826,4.826,-3.029,7.68602E-10,7.8105E-09
FAM222A,4.824,4.824,0.225,3.21493E-24,2.32656E-22
C1orf167,4.824,4.824,-2.528,4.47377E-16,1.17558E-14
HNF1A,4.822,4.822,-2.52,3.41134E-22,1.92694E-20
CXorf65,4.817,4.817,-3.406,2.48233E-09,2.30818E-08
CCDC169-SOHLH2,4.814,4.814,-1.966,1.25866E-12,1.99929E-11
RSAD2,4.812,4.812,3.613,1.1632E-37,3.76396E-35
NPHS1,4.808,4.808,-2.163,2.04863E-10,2.3167E-09
SCUBE2,4.803,4.803,-0.39,1.59493E-23,1.03515E-21
PGC,4.797,4.797,-2.853,1.73192E-13,3.13587E-12
CALR3,4.796,4.796,0.081,2.22151E-24,1.67175E-22
KCNJ8,4.796,4.796,-3.282,3.39525E-11,4.34987E-10
TMPRSS9,4.792,4.792,0.46,3.55102E-31,6.2352E-29
ADGRG3,4.791,4.791,-3.07,2.42875E-12,3.70213E-11
RGS22,4.778,4.778,-2.092,8.14211E-17,2.3797E-15
NXPE4,4.777,4.777,-3.249,1.93379E-11,2.56754E-10
ADRA2B,4.775,4.775,-2.62,5.71012E-14,1.10452E-12
BAAT,4.765,4.765,-3.223,1.1471E-08,9.48286E-08
EBF2,4.76,4.76,-3.33,1.26938E-10,1.49209E-09
ADCY10,4.758,4.758,-0.287,8.66712E-22,4.65211E-20
MYBPC3,4.757,4.757,-2.289,3.52399E-18,1.21126E-16
NPAS4,4.755,4.755,-3.164,1.02859E-09,1.01963E-08
FAM189A1,4.752,4.752,-3.269,3.45671E-09,3.14449E-08
SLC6A12,4.751,4.751,-1.083,1.93238E-29,2.6853E-27
CDHR4,4.749,4.749,-2.305,9.72064E-14,1.8227E-12
39691,4.748,4.748,-2.924,1.04206E-10,1.23969E-09
LOC101926933,4.747,4.747,2.544,4.29024E-53,6.47855E-50
RNF151,4.747,4.747,-1.381,6.66933E-23,4.06094E-21
FABP12,4.743,4.743,-3.329,9.96915E-11,1.19036E-09
LINC02168,4.743,4.743,-3.258,4.09661E-10,4.40191E-09
TM4SF4,4.733,4.733,-3.133,3.50677E-10,3.80786E-09
CHD5,4.719,4.719,0.685,5.73143E-11,7.11357E-10
ZDHHC19,4.709,4.709,-3.07,8.50139E-15,1.87685E-13
OR13C5,4.705,4.705,-3.415,3.48245E-10,3.78507E-09
IQUB,4.703,4.703,-0.494,7.71651E-26,6.90857E-24
LINC00565,4.703,4.703,-3.443,3.6123E-10,3.91681E-09
NCR3,4.702,4.702,-3.527,4.97017E-10,5.25091E-09
LINC01208,4.691,4.691,-2.62,1.08757E-12,1.74589E-11
LOC100128770,4.689,4.689,-0.141,1.89255E-27,2.03167E-25
KRT32,4.689,4.689,-1.666,1.91159E-24,1.453E-22
FAM184B,4.687,4.687,-0.417,1.20517E-27,1.32516E-25
KCNQ1,4.686,4.686,-3.078,8.14173E-09,6.90189E-08
CASQ1,4.684,4.684,-2.756,3.83071E-14,7.61803E-13
RNU12,4.678,4.678,2.011,4.47228E-15,1.02387E-13
SLC22A2,4.677,4.677,-1.941,2.82246E-16,7.68409E-15
LINC01209,4.674,4.674,-2.621,3.15968E-13,5.48428E-12
FRZB,4.672,4.672,-1.672,4.29744E-19,1.70475E-17
SYNGR4,4.671,4.671,-2.725,7.39382E-16,1.88389E-14
C1orf61,4.666,4.666,0.527,1.03825E-15,2.60147E-14
CTRB1,4.664,4.664,-2.894,1.87769E-17,5.94015E-16
LINC01285,4.661,4.661,-1.506,5.00162E-21,2.45752E-19
RUNX1T1,4.66,4.66,-1.285,2.39665E-12,3.65868E-11
ITGA9,4.651,4.651,0.657,2.23241E-24,1.67438E-22
HSPA1L,4.649,4.649,1.843,1.04657E-27,1.17356E-25
OR7E47P,4.646,4.646,-2.893,2.2175E-13,3.97064E-12
BOLL,4.646,4.646,-2.565,2.72549E-10,3.01736E-09
IL19,4.645,4.645,-2.372,2.69371E-18,9.41594E-17
SLC15A5,4.645,4.645,-3.231,3.59464E-09,3.2608E-08
ITGAD,4.645,4.645,-2.617,3.99147E-08,2.9711E-07
SLC16A12,4.643,4.643,0.707,1.11614E-22,6.61825E-21
TRHR,4.636,4.636,-3.301,2.07023E-10,2.33879E-09
CLDN9,4.635,4.635,-2.653,5.59275E-13,9.36992E-12
DPYS,4.634,4.634,-3.054,1.29697E-09,1.26301E-08
CD244,4.634,4.634,-3.407,8.23657E-09,6.97184E-08
CMKLR1,4.631,4.631,-2.245,1.36348E-09,1.32097E-08
KCNH6,4.629,4.629,-1.696,5.62725E-24,3.93404E-22
HMCN2,4.623,4.623,-1.583,7.23541E-15,1.61308E-13
ABCC13,4.619,4.619,-1.529,2.98419E-18,1.03832E-16
LINC01968,4.612,4.612,-2.221,7.25684E-10,7.42098E-09
TMOD1,4.611,4.611,-3.046,1.58374E-11,2.1315E-10
CYP2C8,4.61,4.61,-2.174,2.8738E-14,5.80165E-13
SLCO2A1,4.605,4.605,-0.544,1.28523E-14,2.74638E-13
MUC6,4.605,4.605,-3.138,2.26243E-11,2.97007E-10
LINC01565,4.601,4.601,-3.255,2.54311E-09,2.35953E-08
LOC339298,4.599,4.599,-3.362,5.33067E-10,5.59782E-09
LRRC10,4.598,4.598,-1.198,7.44595E-25,5.93867E-23
USP44,4.594,4.594,-0.531,1.65558E-18,6.0001E-17
CD34,4.593,4.593,-1.161,1.1682E-20,5.52422E-19
LRRD1,4.593,4.593,-1.334,7.67924E-20,3.30689E-18
THPO,4.59,4.59,-2.2,1.95306E-17,6.16093E-16
CCDC116,4.59,4.59,-2.517,9.85621E-17,2.86222E-15
LOC642929,4.588,4.588,-2.486,1.06314E-13,1.98036E-12
S100A5,4.575,4.575,-0.304,1.782E-50,2.24244E-47
PARP15,4.572,4.572,1.412,4.15133E-41,2.00068E-38
MEIOB,4.57,4.57,-1.565,1.35491E-14,2.879E-13
MOBP,4.559,4.559,0.085,2.59405E-27,2.73292E-25
LOC102724589,4.553,4.553,-3.36,5.82364E-10,6.05653E-09
TMPRSS2,4.55,4.55,1.791,3.00739E-43,1.84109E-40
FAM238A,4.549,4.549,-3.347,1.75986E-08,1.40609E-07
KLKB1,4.541,4.541,-2.895,5.43426E-10,5.68725E-09
SYNPR,4.541,4.541,-3.231,6.05196E-10,6.28245E-09
CEACAM20,4.541,4.541,-3.268,2.03085E-09,1.91351E-08
CNMD,4.536,4.536,-2.642,2.99491E-13,5.22231E-12
DRICH1,4.535,4.535,-3.015,8.34011E-12,1.17409E-10
CFHR3,4.526,4.526,-1.601,5.66421E-17,1.69401E-15
CRYBA1,4.522,4.522,-1.804,1.25991E-19,5.38458E-18
LINC01031,4.522,4.522,-1.839,1.39304E-19,5.93117E-18
PCDH11X,4.521,4.521,-0.797,1.77862E-13,3.21529E-12
IL16,4.515,4.515,1.51,6.26861E-27,6.4249E-25
TTC23L,4.514,4.514,-1.296,1.49943E-15,3.65199E-14
ZSWIM2,4.514,4.514,-3.362,1.01151E-07,6.94928E-07
KRT33A,4.511,4.511,-3.035,9.14499E-14,1.71791E-12
ABCC12,4.51,4.51,-2.919,3.21416E-09,2.93801E-08
SSTR3,4.503,4.503,-3.197,7.14791E-13,1.17665E-11
PCAT29,4.502,4.502,-2.385,9.83545E-13,1.58904E-11
COL6A6,4.498,4.498,-0.849,3.58758E-25,2.95499E-23
MAG,4.498,4.498,-3.065,7.82924E-08,5.48531E-07
WNT16,4.493,4.493,-2.597,1.17004E-18,4.32343E-17
ACCSL,4.485,4.485,-3.348,1.47003E-09,1.41632E-08
LRRC37A11P,4.481,4.481,-2.817,1.5459E-11,2.08802E-10
KDM4E,4.478,4.478,-3.115,1.05389E-12,1.69663E-11
ACOT12,4.476,4.476,-3.16,8.313E-08,5.79022E-07
GAL3ST3,4.471,4.471,-3.338,7.23868E-09,6.20134E-08
NEFM,4.47,4.47,-0.024,1.10608E-14,2.38609E-13
GRM2,4.469,4.469,-1.562,2.60495E-15,6.13565E-14
TLR7,4.468,4.468,-2.247,8.24587E-17,2.40692E-15
LMOD2,4.467,4.467,-2.809,7.4876E-17,2.20548E-15
CTRC,4.464,4.464,-1.669,2.81209E-24,2.06807E-22
TPRX1,4.463,4.463,-3.255,3.66343E-09,3.31922E-08
NOBOX,4.462,4.462,-3.549,7.35307E-09,6.28507E-08
LINC01699,4.457,4.457,-3.329,6.05584E-08,4.33811E-07
AATK-AS1,4.455,4.455,-3.454,4.54142E-09,4.04195E-08
SLC26A5,4.453,4.453,-2.826,1.73905E-11,2.32808E-10
LINC00163,4.451,4.451,-3.097,6.27766E-13,1.04172E-11
GADD45G,4.45,4.45,-1.054,1.71374E-16,4.81014E-15
SLC38A11,4.45,4.45,-1.502,8.59556E-12,1.20706E-10
CCDC73,4.444,4.444,-0.939,1.94606E-19,8.16302E-18
CD180,4.441,4.441,-1.481,1.72723E-24,1.31729E-22
TRIM26,-4.441,4.441,-2.727,0.02588696,0.045310682
BTNL2,4.438,4.438,-3.35,4.47587E-09,3.98674E-08
HAVCR2,4.437,4.437,-0.448,1.18966E-22,7.03576E-21
TAAR1,4.436,4.436,-3.37,2.12755E-11,2.80344E-10
CCDC141,4.433,4.433,-0.857,5.99047E-14,1.15579E-12
ADAMTS12,4.427,4.427,-2.438,1.79956E-10,2.05972E-09
ITGAM,4.424,4.424,-0.95,3.61152E-10,3.91681E-09
PARD6G-AS1,4.422,4.422,1.643,4.4216E-41,2.04395E-38
TMEM72,4.42,4.42,-3.391,7.48471E-09,6.39276E-08
DNAJC9-AS1,4.419,4.419,-0.833,7.99762E-19,3.06004E-17
RNU6ATAC,4.418,4.418,-0.043,9.27238E-24,6.30717E-22
EGFL8,4.416,4.416,-3.113,1.04057E-08,8.67815E-08
OR1F2P,4.415,4.415,-2.387,9.32022E-18,3.07296E-16
GAGE1,4.411,4.411,-1.49,4.42403E-19,1.7458E-17
TEX29,4.41,4.41,-2.722,1.00536E-16,2.90465E-15
CIDEC,4.409,4.409,-3.05,3.10154E-09,2.8454E-08
RASGRP3,4.408,4.408,1.104,6.46671E-30,9.57369E-28
FRG2,4.408,4.408,-2.942,1.79697E-12,2.78408E-11
PRR35,4.405,4.405,-3.425,9.5219E-10,9.53495E-09
ITGA7,4.401,4.401,0.265,8.02139E-30,1.17221E-27
NR4A3,4.398,4.398,-0.775,3.4126E-19,1.3828E-17
MUC5B,4.397,4.397,1.045,1.65733E-05,6.94804E-05
FER1L6,4.395,4.395,0.412,4.95541E-30,7.43345E-28
KRT18P55,4.395,4.395,-2.739,5.96291E-14,1.15146E-12
LINC01317,4.395,4.395,-2.903,8.4343E-11,1.01837E-09
ART1,4.394,4.394,-3.031,3.74966E-11,4.77423E-10
RIPPLY1,4.394,4.394,-3.328,8.51661E-09,7.1874E-08
PLCE1-AS2,4.392,4.392,-3.372,7.44654E-08,5.24313E-07
RFPL3S,4.388,4.388,-2.142,1.62611E-16,4.58122E-15
LOC101927845,4.385,4.385,-3.446,6.12026E-09,5.3107E-08
SPAM1,4.384,4.384,-3.091,4.92849E-12,7.20227E-11
DDC,4.381,4.381,-3.164,7.50025E-10,7.63886E-09
FSD2,4.379,4.379,0.379,3.7016E-31,6.44961E-29
ADAM7,4.379,4.379,-3.331,7.87212E-09,6.70344E-08
LOC102725072,4.378,4.378,-1.642,2.45862E-12,3.74262E-11
SLC12A3,4.378,4.378,-2.029,1.33857E-07,8.97568E-07
MED15P9,4.376,4.376,-2.529,7.90567E-14,1.49976E-12
CFHR1,4.375,4.375,-2.213,6.27916E-12,9.00756E-11
RNF112,4.375,4.375,-2.48,2.50067E-10,2.78616E-09
LOC105378052,4.372,4.372,-3.4,8.00159E-09,6.7958E-08
MPIG6B,4.371,4.371,-2.383,2.6585E-13,4.67892E-12
MAP3K15,4.37,4.37,-0.458,3.60466E-24,2.57569E-22
ADGRG7,4.369,4.369,-2.441,5.39275E-13,9.06839E-12
CACNA1C-AS2,4.366,4.366,-2.21,2.45116E-17,7.61607E-16
GTF2A1L,4.366,4.366,-3.294,1.26974E-08,1.04206E-07
KCNK4,4.359,4.359,-2.975,1.30499E-16,3.74644E-15
MCCD1,4.358,4.358,-2.74,2.25894E-15,5.36908E-14
AIF1,4.358,4.358,-3.559,5.47936E-09,4.79571E-08
C6orf201,4.357,4.357,-0.572,5.33472E-14,1.0399E-12
ANAPC1P1,4.354,4.354,-1.314,2.19002E-21,1.12486E-19
GCNA,4.353,4.353,1.594,5.17358E-39,1.98622E-36
ASB17,4.351,4.351,-3.449,4.64555E-09,4.1249E-08
RADIL,4.35,4.35,-1.35,1.72155E-18,6.2292E-17
CELA2B,4.35,4.35,-3.148,1.46789E-09,1.41486E-08
PGA4,4.349,4.349,-3.229,2.56131E-08,1.97536E-07
CSMD1,4.346,4.346,-1.393,1.39467E-14,2.94964E-13
BCL2L15,4.345,4.345,0.335,4.27184E-14,8.43605E-13
TDRD10,4.345,4.345,-2.995,1.50601E-10,1.75206E-09
DOK2,4.344,4.344,-3.49,1.45231E-07,9.65265E-07
OCA2,4.338,4.338,-3.47,2.09003E-07,1.34952E-06
LOC105376731,4.337,4.337,-3.113,2.43537E-13,4.31978E-12
DCDC2,4.335,4.335,-1.568,8.60398E-16,2.17267E-14
STPG3-AS1,4.335,4.335,-1.699,2.15095E-15,5.13395E-14
AGXT2,4.334,4.334,-3.292,3.07109E-08,2.33642E-07
LINC01397,4.333,4.333,-3.441,6.75813E-08,4.78968E-07
LRRC36,4.331,4.331,-1.449,9.96471E-16,2.50511E-14
TNFSF14,4.328,4.328,-1.146,1.16798E-20,5.52422E-19
FRG2B,4.327,4.327,-3.422,2.28367E-07,1.46128E-06
CDH12,4.325,4.325,-2.324,6.65206E-09,5.73785E-08
ANKRD34B,4.323,4.323,-3.485,1.30133E-08,1.06564E-07
SLC17A4,4.321,4.321,-3.279,1.76559E-09,1.68106E-08
NCOA7,4.319,4.319,5.851,1.17501E-44,7.82797E-42
LRRN4CL,4.318,4.318,-0.718,1.6035E-23,1.03774E-21
COCH,4.314,4.314,-1.267,6.66163E-26,6.01166E-24
PTPN22,4.313,4.313,0.702,4.31347E-22,2.37724E-20
DSCAML1,4.312,4.312,-2.03,1.74681E-07,1.14335E-06
LINC01660,4.311,4.311,-2.783,9.43819E-08,6.5079E-07
LINC01344,4.308,4.308,-1.219,1.61241E-12,2.52054E-11
ITGAL,4.305,4.305,-0.825,5.56019E-19,2.16771E-17
C3orf20,4.303,4.303,-1.92,3.19573E-16,8.65868E-15
C2CD4B,4.303,4.303,-3.192,1.89442E-09,1.79316E-08
KCNC2,4.299,4.299,-2.539,1.72364E-07,1.12937E-06
AOC3,4.297,4.297,-1.305,3.37983E-20,1.49817E-18
CLEC20A,4.297,4.297,-3.399,3.04464E-09,2.7966E-08
HERC5,4.296,4.296,2.642,2.4827E-63,7.02946E-60
SLC9A4,4.296,4.296,-2.126,7.24418E-15,1.61345E-13
LINC01877,4.296,4.296,-2.996,1.69262E-12,2.63502E-11
MOG,4.296,4.296,-3.254,8.4759E-09,7.15571E-08
ATOH8,4.295,4.295,-3.375,1.05268E-08,8.77592E-08
PRR26,4.294,4.294,-1.291,3.29821E-16,8.89379E-15
LOC285766,4.294,4.294,-3.003,1.62005E-12,2.53074E-11
CHRNA3,4.292,4.292,-0.342,1.1876E-20,5.58098E-19
SNURF,4.291,4.291,-1.953,1.16467E-15,2.89617E-14
ABCC8,4.291,4.291,-3.129,5.32124E-07,3.14211E-06
PPP1R42,4.289,4.289,-2.253,3.56444E-17,1.08665E-15
C2,4.288,4.288,-2.358,9.86423E-19,3.69925E-17
PRDM6,4.288,4.288,-1.085,6.97982E-13,1.15149E-11
FCGR1A,4.286,4.286,-1.847,5.37593E-14,1.04704E-12
ALB,4.286,4.286,-3.018,2.6468E-11,3.43963E-10
CRYBB2,4.285,4.285,-2.734,7.23235E-14,1.38128E-12
SLC26A4,4.283,4.283,0.336,8.75515E-26,7.5982E-24
CPNE9,4.283,4.283,-2.327,1.01234E-17,3.32808E-16
GUCY2F,4.283,4.283,-2.539,5.45578E-13,9.15399E-12
GUCY2C,4.281,4.281,-1.857,4.90061E-13,8.28386E-12
CDKL4,4.278,4.278,0.606,2.21031E-26,2.1036E-24
LMO7DN,4.277,4.277,-3.291,5.45733E-10,5.70175E-09
KCNN3,4.274,4.274,-0.559,7.2394E-20,3.12938E-18
LAIR1,4.274,4.274,-3.239,2.73874E-08,2.10503E-07
MIR657,4.274,4.274,-3.39,3.51893E-08,2.65249E-07
FITM1,4.273,4.273,-1.509,1.95564E-17,6.16093E-16
FAM209A,4.271,4.271,-2.283,7.43841E-13,1.22004E-11
FGR,4.267,4.267,-0.91,8.46418E-23,5.09899E-21
MYRFL,4.264,4.264,-1.027,2.03873E-17,6.40488E-16
GCGR,4.264,4.264,-3.445,3.44866E-08,2.60559E-07
TBR1,4.262,4.262,-0.628,2.39757E-11,3.1301E-10
ZNF560,4.26,4.26,-0.548,1.2662E-15,3.12693E-14
STXBP5L,4.259,4.259,-0.293,3.89674E-12,5.78787E-11
ADGRE3,4.258,4.258,-3.453,8.15685E-07,4.6306E-06
OPN5,4.255,4.255,-1.86,1.12209E-17,3.66231E-16
LINC00694,4.255,4.255,-3.1,5.26767E-12,7.6535E-11
ZCWPW2,4.244,4.244,-0.215,5.31206E-25,4.29727E-23
ATP1B4,4.244,4.244,-2.702,2.48462E-14,5.06563E-13
YWHAEP7,4.244,4.244,-3.425,2.94188E-07,1.83219E-06
OR8S1,4.234,4.234,-2.136,2.64049E-17,8.14265E-16
LOC285556,4.234,4.234,-3.204,1.56678E-08,1.26386E-07
DPEP2,4.232,4.232,-2.17,2.46338E-14,5.02684E-13
PTH2R,4.226,4.226,-3.009,1.70319E-11,2.28485E-10
HPX,4.213,4.213,-0.593,2.55876E-12,3.87941E-11
TAT,4.211,4.211,-0.606,2.54191E-16,6.96224E-15
KLF17,4.21,4.21,-1.603,2.0486E-18,7.35387E-17
FCGR1B,4.209,4.209,-1.643,7.42418E-16,1.88949E-14
IL17C,4.209,4.209,-2.971,2.06335E-11,2.7236E-10
LOC284798,4.209,4.209,-2.78,2.3446E-07,1.49683E-06
GJD2,4.207,4.207,-3.24,5.68467E-09,4.96007E-08
C7orf61,4.205,4.205,-0.939,1.0966E-21,5.83075E-20
STPG4,4.198,4.198,-0.3,6.02785E-24,4.20114E-22
RUNDC3B,4.195,4.195,-0.618,4.65787E-12,6.83326E-11
LONRF3,4.192,4.192,-2.901,4.91094E-09,4.33676E-08
CCDC81,4.186,4.186,0.597,8.79021E-32,1.67317E-29
LILRA6,4.184,4.184,-2.579,1.17102E-11,1.60757E-10
TMEM210,4.182,4.182,-2.539,1.11873E-11,1.54326E-10
MYLK2,4.177,4.177,-2.037,1.04081E-14,2.25172E-13
C21orf91-OT1,4.176,4.176,-2.331,2.61242E-12,3.95547E-11
RBM44,4.174,4.174,-0.611,7.47724E-21,3.5959E-19
HRH3,4.174,4.174,-3.128,7.04586E-07,4.05993E-06
UNC5A,4.173,4.173,-3.085,5.71867E-09,4.98206E-08
RASAL3,4.172,4.172,-1.702,1.80678E-10,2.06693E-09
C17orf74,4.171,4.171,-3.47,1.81458E-08,1.44319E-07
ERICH3,4.167,4.167,-2.242,4.47207E-08,3.2985E-07
CDRT1,4.166,4.166,1.02,9.76226E-17,2.83857E-15
SAG,4.163,4.163,-0.265,2.61927E-28,3.25984E-26
CCDC62,4.16,4.16,1.737,1.72963E-41,8.70618E-39
FAM71D,4.16,4.16,-2.629,5.05424E-09,4.44769E-08
SLC39A5,4.156,4.156,-0.635,1.14295E-20,5.42748E-19
CCDC170,4.156,4.156,0.105,8.78065E-17,2.55972E-15
ERN2,4.155,4.155,0.575,1.89632E-29,2.65145E-27
LINC01988,4.153,4.153,-3.531,5.75787E-07,3.3788E-06
NPR1,4.153,4.153,-3.359,6.7291E-07,3.89027E-06
SLC22A14,4.151,4.151,-1.292,7.49234E-16,1.9047E-14
FGF16,4.151,4.151,-3.318,4.05856E-08,3.01708E-07
LOC107985092,4.15,4.15,-0.89,7.55777E-27,7.6085E-25
CH25H,4.149,4.149,-1.812,1.3498E-28,1.73718E-26
CD79B,4.149,4.149,-2.893,1.26721E-07,8.54524E-07
FLJ40194,4.148,4.148,-1.782,4.47733E-15,1.02387E-13
NTNG2,4.144,4.144,-0.769,2.32469E-23,1.46676E-21
LOC102724612,4.137,4.137,-3.192,6.278E-08,4.47743E-07
C8orf31,4.135,4.135,-2.249,2.97884E-19,1.21794E-17
LINC02395,4.135,4.135,-2.889,3.09587E-11,3.98661E-10
F2,4.129,4.129,-1.94,9.85897E-15,2.14314E-13
PLBD1-AS1,4.129,4.129,-3.045,7.67659E-10,7.80792E-09
CAPN13,4.128,4.128,-2.908,4.53633E-12,6.67224E-11
MAJIN,4.126,4.126,-1.016,5.96118E-23,3.66921E-21
POU1F1,4.125,4.125,-2.749,1.4083E-10,1.64346E-09
LOC101927429,4.123,4.123,-3.485,1.562E-07,1.03031E-06
CPA1,4.114,4.114,-3.354,1.58723E-08,1.27899E-07
DKFZP434A062,4.111,4.111,-2.492,6.29322E-12,9.0163E-11
UQCRHL,4.107,4.107,-0.092,2.85058E-24,2.0896E-22
TM6SF2,4.106,4.106,-3.36,2.41898E-08,1.87133E-07
CTSW,4.103,4.103,-0.557,1.07389E-21,5.72343E-20
CHIAP2,4.103,4.103,-2.86,3.4212E-16,9.17083E-15
SERPINE3,4.102,4.102,-0.814,8.32178E-19,3.17334E-17
EPHA10,4.102,4.102,-1.641,6.8045E-17,2.02269E-15
SYT6,4.101,4.101,-3.231,9.49645E-07,5.31778E-06
CACNG1,4.099,4.099,-3.316,1.51521E-08,1.22488E-07
MNX1,4.098,4.098,-2.339,8.56692E-10,8.65133E-09
LINC02362,4.097,4.097,-0.463,6.05846E-23,3.71898E-21
CRISPLD2,4.093,4.093,1.627,2.10598E-33,4.63132E-31
C3orf35,4.093,4.093,0.416,2.60095E-28,3.25984E-26
SRMS,4.091,4.091,-1.512,1.40271E-19,5.96114E-18
GRM5-AS1,4.09,4.09,-2.148,9.52458E-05,0.000330183
TMPRSS11GP,4.089,4.089,-3.281,1.3221E-08,1.08073E-07
PRLR,4.089,4.089,-2.092,1.07355E-06,5.9353E-06
LMOD3,4.087,4.087,-0.264,1.36869E-26,1.3363E-24
CD200R1,4.087,4.087,-2.396,9.90861E-14,1.85487E-12
ENPP2,4.087,4.087,-1.042,8.32947E-09,7.04258E-08
ITLN2,4.086,4.086,-2.648,8.97294E-14,1.6909E-12
LINC00642,4.086,4.086,-3.448,5.01075E-07,2.97584E-06
MMRN1,4.081,4.081,-2.702,3.6719E-10,3.97953E-09
LEFTY1,4.079,4.079,-3.358,1.11883E-08,9.27965E-08
XIST,-4.078,4.078,0.759,0.00505498,0.010875794
GRIK5,4.075,4.075,-0.393,1.55369E-09,1.49121E-08
ALPP,4.073,4.073,-2.921,1.50291E-11,2.0336E-10
SLC14A1,4.069,4.069,-0.023,4.54383E-28,5.53346E-26
JSRP1,4.069,4.069,-1.927,2.07439E-19,8.6692E-18
CD3E,4.068,4.068,-3.514,1.69448E-08,1.35816E-07
HHATL,4.062,4.062,-3.347,5.61423E-08,4.05381E-07
CPSF4L,4.058,4.058,-2.246,9.85342E-15,2.14314E-13
SLAMF8,4.057,4.057,-2.563,4.77292E-15,1.08655E-13
LOXHD1,4.054,4.054,-3.042,2.83339E-08,2.17115E-07
LINC00282,4.053,4.053,-2.475,2.24462E-13,4.01603E-12
LINC01934,4.051,4.051,-1.634,7.12998E-14,1.36403E-12
CCDC36,4.046,4.046,-0.781,1.50795E-16,4.26957E-15
GP5,4.045,4.045,-2.819,1.1674E-12,1.86347E-11
LYPD8,4.044,4.044,-3.345,1.1266E-10,1.33396E-09
CCER2,4.043,4.043,-3.438,7.15354E-09,6.13536E-08
MOGAT1,4.043,4.043,-3.516,2.86056E-07,1.7856E-06
LTK,4.042,4.042,-2.827,4.78881E-10,5.07112E-09
LOC729739,4.038,4.038,1.172,1.7753E-30,2.81204E-28
IGDCC4,4.038,4.038,-1.771,5.41427E-10,5.67246E-09
CADM3,4.038,4.038,-1.611,1.49644E-09,1.43993E-08
HABP2,4.031,4.031,-3.374,8.28113E-08,5.77157E-07
DACT3,4.025,4.025,1.273,1.42711E-30,2.32557E-28
LST1,4.025,4.025,-2.953,2.5576E-08,1.97317E-07
HEPACAM2,4.024,4.024,-3.427,5.01049E-07,2.97584E-06
MTRNR2L3,4.022,4.022,-0.82,1.16517E-05,5.08034E-05
LOC107985899,4.016,4.016,-2.213,6.61126E-15,1.48416E-13
PRSS55,4.014,4.014,-3.366,4.38841E-06,2.11134E-05
TEKT3,4.011,4.011,-2.625,6.71494E-09,5.78768E-08
FHAD1,4.005,4.005,-0.623,3.37427E-18,1.16156E-16
OR52I2,4.002,4.002,-3.518,4.31657E-07,2.60039E-06
DPPA2,4,4,-2.675,3.12971E-10,3.4277E-09
MIR4498,4,4,-3.511,2.09863E-07,1.35388E-06
FAM163A,3.999,3.999,-2.4,9.914E-15,2.15098E-13
ASGR2,3.998,3.998,-3.254,9.10096E-07,5.11274E-06
GRK7,3.997,3.997,-2.064,2.42315E-15,5.72333E-14
MKX,3.995,3.995,-2.996,2.19926E-10,2.47223E-09
FGL1,3.994,3.994,-2.603,8.91218E-09,7.4961E-08
KHDC1L,3.993,3.993,-1.865,5.40321E-13,9.07924E-12
LINC02289,3.992,3.992,-2.29,1.17949E-10,1.39294E-09
DHH,3.991,3.991,-3.441,3.60948E-08,2.71352E-07
TMEM150B,3.988,3.988,-3.271,4.45313E-07,2.672E-06
SCARF1,3.986,3.986,-1.165,7.97507E-26,7.08405E-24
CCDC168,3.986,3.986,-2.022,1.72367E-12,2.67968E-11
