GENE_SYMBOL,Log_FoldChange,adjLogFoldChange,logCPM,PValue,FDR_adjusted_P.value
DRC7,2.365,2.365,-3.003,0.000222876,0.003556889
RSPH10B,2.361,2.361,-1.556,1.5189E-12,1.16353E-10
COLCA2,-2.361,2.361,-3.858,0.05460068,0.246786185
ZNRD1ASP,-2.357,2.357,-3.344,0.011599279,0.084512293
DBIL5P2,2.353,2.353,-3.377,0.005320294,0.047504152
CCL4,2.352,2.352,-3.698,0.000305234,0.004643306
TMPRSS2,2.349,2.349,0.374,1.22229E-17,1.66584E-15
NPR1,2.349,2.349,-3.677,0.002101807,0.023160541
DACT3,2.348,2.348,0.331,1.65805E-17,2.1795E-15
PPP1R11,-2.348,2.348,-0.031,0.002360577,0.025333442
UGT1A3,-2.347,2.347,-2.761,0.049859668,0.231335116
LST1,2.346,2.346,-3.853,0.001343895,0.016059512
LINC01586,2.344,2.344,-3.119,6.69677E-05,0.001267196
COL9A1,2.34,2.34,-3.095,2.90605E-06,7.9407E-05
NUP210L,2.339,2.339,0.885,2.65144E-17,3.42453E-15
FGA,2.337,2.337,-1.213,0.026843764,0.152588877
RND1,2.333,2.333,0.947,2.67073E-18,3.90331E-16
FAM81B,2.332,2.332,-3.544,1.43072E-05,0.000323002
APOBEC3G,2.331,2.331,3.106,4.67486E-19,7.36539E-17
LOC339298,2.329,2.329,-3.79,0.000231229,0.003676216
TMPRSS6,2.328,2.328,-2.843,0.000213729,0.003430621
CLEC7A,2.327,2.327,-0.43,2.26813E-11,1.50408E-09
LINC02395,2.327,2.327,-3.22,8.31478E-05,0.001522777
APOA4,2.326,2.326,-2.327,0.027558145,0.155855707
THEMIS2,2.323,2.323,4.953,2.51046E-16,2.87474E-14
FGF16,2.323,2.323,-3.645,0.000274866,0.004263301
COL3A1,2.323,2.323,-1.48,0.000288054,0.004434883
SOAT2,2.322,2.322,-2.95,0.000131425,0.002256267
ART1,2.32,2.32,-3.449,0.000207955,0.003352482
G6PC,2.319,2.319,-2.846,2.21617E-07,7.63289E-06
LINC01208,2.319,2.319,-3.235,8.38579E-05,0.001533254
UQCRHL,2.314,2.314,-0.928,1.03786E-13,8.90193E-12
KCNJ8,2.314,2.314,-3.821,0.000998466,0.012624318
SLC26A3,2.313,2.313,-3.193,0.000476228,0.006786018
PTGER3,2.313,2.313,-3.173,0.00111964,0.013841287
LINC00628,2.309,2.309,-3.462,7.16782E-05,0.001338093
LINC00112,2.309,2.309,-3.845,0.001378761,0.016335559
MATN4,2.307,2.307,-3.103,4.15759E-06,0.00010866
VNN2,2.304,2.304,-2.142,1.1874E-10,7.12923E-09
LILRB5,2.304,2.304,-3.587,0.008510695,0.067306904
LINC00971,2.303,2.303,-2.569,2.42549E-06,6.76912E-05
ACOD1,2.298,2.298,-2.484,1.47826E-10,8.75724E-09
LINC01193,-2.291,2.291,-3.669,0.099622692,0.357993868
DIO2,-2.29,2.29,-2.04,0.034337651,0.181577454
SALL1,2.288,2.288,-3.232,0.00222408,0.024184008
TSSK1B,-2.285,2.285,-3.372,0.031023519,0.169167277
HGFAC,2.284,2.284,-2.734,2.22424E-08,9.39383E-07
FBXO47,2.283,2.283,-2.633,7.50065E-07,2.35682E-05
TMEM27,2.282,2.282,0.372,6.65696E-17,8.2617E-15
ARL14,2.282,2.282,-0.286,1.824E-15,1.90236E-13
C19orf35,2.282,2.282,-1.628,1.85462E-09,9.19652E-08
LRRIQ4,2.282,2.282,-3.521,0.000235096,0.003722496
ZSCAN10,2.281,2.281,-2.871,0.000399128,0.005833314
C1orf189,2.278,2.278,-3.098,9.7915E-06,0.000230911
SELE,2.275,2.275,-3.092,0.00036197,0.005382308
RAB40AL,-2.275,2.275,-3.625,0.007167301,0.059618576
VTRNA1-2,2.273,2.273,-0.828,2.63689E-11,1.72798E-09
KRT33A,2.273,2.273,-3.549,1.39704E-05,0.000317084
IRF1,2.268,2.268,5.183,8.8909E-23,1.99507E-20
CTRB1,2.267,2.267,-3.487,6.67564E-06,0.000163505
SLC39A5,2.263,2.263,-1.442,9.23824E-10,4.84027E-08
FAM186A,2.263,2.263,-1.25,8.74624E-07,2.70233E-05
WNT8B,2.261,2.261,-3.3,6.56668E-06,0.00016137
APOB,2.257,2.257,0.468,0.015166834,0.102463544
RADIL,2.252,2.252,-2.099,3.72659E-06,9.87903E-05
LOC107985210,2.25,2.25,-3.742,0.000634827,0.008673237
LINC01405,2.249,2.249,-3.373,1.89855E-05,0.000420082
KIF4B,2.249,2.249,-3.27,4.20528E-05,0.000839355
ZNF560,2.247,2.247,-1.419,1.03105E-07,3.86904E-06
RARRES3,2.246,2.246,1.293,4.83955E-15,4.69479E-13
RBPJL,2.244,2.244,-3.34,2.61242E-05,0.000554297
GSTTP1,2.244,2.244,-3.483,0.00041422,0.00601825
OTOA,2.239,2.239,-1.109,3.92195E-07,1.29493E-05
LGI2,2.238,2.238,-3.087,0.004198693,0.039356104
IGSF6,2.233,2.233,-0.297,1.29094E-12,9.95771E-11
ITLN2,2.233,2.233,-3.063,6.58531E-06,0.000161649
MYBPC3,2.231,2.231,-3.09,1.53072E-06,4.47434E-05
TDRD12,2.23,2.23,-2.016,1.49766E-07,5.39231E-06
SCUBE2,2.23,2.23,-1.695,2.01964E-07,7.03232E-06
CXCR4,2.23,2.23,-3.598,0.000738783,0.009839367
TNFSF10,2.228,2.228,6.083,1.40793E-23,3.22444E-21
PLEKHA4,2.228,2.228,3.268,9.71215E-18,1.3401E-15
LOC105372343,2.221,2.221,-2.539,2.62141E-07,8.97297E-06
OR2AE1,2.22,2.22,-3.652,0.000508862,0.007169857
KIFC1,-2.212,2.212,-0.816,0.025211337,0.146194165
GGT3P,2.211,2.211,-2.903,0.001302079,0.015652425
C2orf83,2.203,2.203,-2.205,2.69323E-06,7.4323E-05
ADAM5,2.2,2.2,-3.716,0.001690183,0.019324452
TMPRSS11GP,2.2,2.2,-3.635,0.004704984,0.043035895
IFITM2,2.199,2.199,5.15,3.40886E-14,3.09093E-12
IDI2,2.199,2.199,-3.475,7.44119E-05,0.00137755
NCOA7,2.194,2.194,4.387,9.8782E-31,3.78352E-28
GIMAP2,2.191,2.191,-0.823,6.67288E-09,3.02709E-07
SLC9C2,2.187,2.187,-3.414,0.000398341,0.005825646
LINC00564,2.186,2.186,-3.693,0.005897996,0.051624891
GTF2A1L,2.184,2.184,-3.742,0.002199914,0.023998017
APOL1,2.182,2.182,4.326,8.29797E-17,1.01285E-14
ATP8,-2.18,2.18,2.032,0.000366727,0.00543123
PIK3R3,-2.177,2.177,-1.527,0.01127119,0.082831539
UGT3A1,2.175,2.175,-3.278,7.52266E-05,0.001389159
MB,2.175,2.175,-3.525,0.000538538,0.007533767
STK32B,2.173,2.173,-0.211,4.4062E-11,2.79668E-09
TM6SF2,2.168,2.168,-3.726,0.003168328,0.03160503
DTX3L,2.167,2.167,5.922,1.25016E-20,2.37371E-18
LRIT3,2.164,2.164,-3.43,0.000100523,0.001790791
ZNF705A,2.164,2.164,-3.237,0.002783945,0.028605613
ASB11,2.163,2.163,-3.246,6.89513E-05,0.001292788
C2,2.162,2.162,-2.626,3.09163E-06,8.36547E-05
MIR3681HG,2.161,2.161,-3.419,0.001114184,0.013796878
MROH2A,2.158,2.158,-2.864,2.85555E-05,0.00060186
METTL21C,2.158,2.158,-3.743,0.000508469,0.007169857
LONRF3,2.158,2.158,-3.32,0.001221341,0.014866769
LOC400553,2.157,2.157,-2.75,0.000196742,0.003199581
GPR1-AS,2.156,2.156,-2.402,6.79664E-10,3.64704E-08
FABP5P3,2.156,2.156,-3.378,0.000287418,0.004434021
TPRX1,2.155,2.155,-3.708,0.000987881,0.012497593
APOL4,2.153,2.153,1.134,7.74175E-15,7.41306E-13
RSPO2,2.153,2.153,-3.443,0.001236116,0.015013839
DLL4,2.15,2.15,-3.129,3.44432E-05,0.000709133
MAEL,2.148,2.148,-3.352,5.89647E-05,0.001129225
LINC00954,2.147,2.147,-0.712,1.89906E-08,8.1601E-07
GPR55,2.146,2.146,-3.584,0.002716393,0.028002164
C16orf90,2.144,2.144,-3.713,0.002258555,0.024475025
LINC00282,2.139,2.139,-2.957,5.56335E-05,0.001077505
SP140,2.135,2.135,-1.706,2.13345E-08,9.02756E-07
CXorf49,2.134,2.134,-3.076,2.51274E-08,1.04362E-06
CXorf49B,2.134,2.134,-3.075,2.51333E-08,1.04362E-06
FGD2,2.133,2.133,0.303,1.19081E-16,1.42994E-14
TCAM1P,2.133,2.133,-2.349,5.4767E-09,2.52941E-07
MUSK,2.133,2.133,-1.411,1.70646E-08,7.41859E-07
GLI2,-2.133,2.133,-1.939,0.000867656,0.011304971
BPIFC,2.132,2.132,-3.562,0.000763907,0.010137509
COL24A1,2.13,2.13,-3.125,4.64379E-05,0.00091781
USP41,2.128,2.128,-0.122,0.002165068,0.023704771
RNF144A-AS1,2.123,2.123,-0.766,1.74721E-10,1.02143E-08
B3GALT1,2.122,2.122,-1.715,1.14139E-08,5.08134E-07
CXCL13,2.122,2.122,-3.701,0.002865472,0.029321264
RNF213,2.117,2.117,7.905,1.87859E-19,3.06859E-17
PRNCR1,2.116,2.116,1.072,5.18688E-18,7.29282E-16
ISG20,2.114,2.114,5.588,1.88155E-20,3.45444E-18
MIR1273G,2.113,2.113,-3.503,0.000106989,0.00189082
GBP2,2.111,2.111,1.896,3.57644E-11,2.30961E-09
RIIAD1,2.108,2.108,-3.385,0.004109311,0.038780097
DSG1,-2.106,2.106,-1.943,0.000849472,0.011087557
IQUB,2.105,2.105,-1.808,1.62775E-08,7.13224E-07
MYO1G,2.101,2.101,-1.43,9.06563E-11,5.53277E-09
SHH,2.1,2.1,-2.964,0.000193395,0.003154386
PNPT1,2.098,2.098,5.863,1.46385E-19,2.40884E-17
ALOX15,2.098,2.098,-2.885,0.000178556,0.00294478
THEGL,2.096,2.096,-2.894,4.48993E-06,0.000116933
LOC101929488,2.095,2.095,-3.77,0.001956582,0.021852923
CX3CL1,2.094,2.094,1.748,1.02859E-09,5.36386E-08
AFP,2.094,2.094,0.187,0.004801397,0.043768176
ANAPC1P1,2.092,2.092,-2.174,1.58208E-06,4.60628E-05
CCDC36,2.09,2.09,-1.556,5.95277E-06,0.00014792
CPLX4,2.09,2.09,-3.287,2.81404E-05,0.000594804
SFT2D3,-2.089,2.089,0.805,0.017181407,0.11163643
LOC642929,2.087,2.087,-3.137,5.50038E-06,0.000139011
SERPINA5,2.086,2.086,-3.459,0.003631794,0.035186143
LINC02426,2.083,2.083,-3.496,0.001366867,0.01624663
C17orf74,2.083,2.083,-3.845,0.003407586,0.033391938
TNXB,2.079,2.079,-3.438,0.001718232,0.019594726
FER1L6,2.078,2.078,-0.836,1.5482E-10,9.09873E-09
CAPN11,2.075,2.075,-2.342,0.000331068,0.004982839
CCDC190,2.073,2.073,-3.205,7.76587E-05,0.00142932
LINC01209,2.072,2.072,-3.339,0.000409046,0.00595866
CCNA1,2.071,2.071,3.209,3.77179E-19,5.98502E-17
CTSW,2.07,2.07,-1.442,6.31948E-08,2.44577E-06
JSRP1,2.068,2.068,-2.54,3.13831E-06,8.47115E-05
TREX1,2.066,2.066,3.059,1.64867E-17,2.1795E-15
SNTB2,-2.064,2.064,-3.765,0.07420151,0.29979971
LOC349160,2.059,2.059,-0.804,3.93779E-11,2.52098E-09
CCDC73,2.058,2.058,-1.967,2.12706E-06,5.99034E-05
RTL9,2.058,2.058,-2.184,8.7625E-06,0.000209988
PEG3,-2.056,2.056,-2.483,0.099589947,0.357946081
LBP,2.055,2.055,-3.583,0.001784318,0.020234117
OPCML,-2.055,2.055,-1.979,0.096115788,0.350724741
KCNT2,2.052,2.052,-2.102,0.000393791,0.005770496
GNAT1,2.051,2.051,-3.332,0.003158973,0.031537987
DACT3-AS1,2.048,2.048,-1.815,2.01062E-07,7.02294E-06
INGX,2.046,2.046,-3.464,0.001633688,0.018833575
BRDT,2.046,2.046,-3.84,0.009719276,0.074555842
LOC729739,2.045,2.045,0.041,5.7734E-15,5.55221E-13
SIDT1,2.044,2.044,1.19,1.05585E-13,9.02139E-12
IL16,2.044,2.044,-0.017,1.21755E-07,4.48554E-06
CYBB,2.044,2.044,-3.037,0.004646429,0.042670694
RSPH10B2,2.043,2.043,-1.915,4.81402E-06,0.000123349
PLEKHS1,2.042,2.042,-2.086,8.54406E-08,3.2335E-06
ARC,2.042,2.042,-1.777,1.17762E-05,0.000271943
TNFSF14,2.04,2.04,-2.042,4.42473E-08,1.75215E-06
MGAT4EP,2.039,2.039,-2.626,1.76023E-06,5.06522E-05
REG4,2.035,2.035,-3.585,0.00038763,0.005695242
SHC2,-2.035,2.035,-2.585,0.001101919,0.013690789
C8orf46,2.033,2.033,-0.961,4.30659E-07,1.41108E-05
ZNF423,2.033,2.033,-2.759,0.001634997,0.018833575
MIR519A2,2.032,2.032,-2.67,1.41194E-06,4.1655E-05
KRTAP5-AS1,2.031,2.031,-3.068,0.000101714,0.001806325
APOBEC4,2.031,2.031,-3.775,0.003240943,0.032173468
RBP3,2.028,2.028,-3.515,0.00050488,0.007143896
LOC101928731,2.024,2.024,-2.261,4.6677E-05,0.000921714
GFPT2,2.024,2.024,-2.799,0.000475048,0.006777898
DOK6,2.024,2.024,-2.166,0.001151563,0.014149318
FLJ40194,2.022,2.022,-2.475,1.06063E-05,0.000247759
APOA2,2.02,2.02,-2.329,0.019060263,0.120599184
COCH,2.016,2.016,-2.177,9.34432E-08,3.52435E-06
TNFRSF1B,2.015,2.015,-1.205,3.19219E-10,1.81367E-08
LINC01460,2.014,2.014,-1.167,1.19874E-08,5.32598E-07
GMFG,2.012,2.012,-1.598,3.49847E-09,1.68222E-07
CEACAM16,2.012,2.012,-3.039,2.40551E-05,0.000514822
CSMD1,2.011,2.011,-2.302,0.000241347,0.0037998
SPACA3,-2.011,2.011,-3.451,0.020637258,0.127846259
LOC101927164,2.005,2.005,-2.952,1.69195E-07,6.02351E-06
OTOF,2.005,2.005,-3.28,0.020726346,0.127976598
NAALAD2,2.004,2.004,-1.005,1.32121E-11,8.92118E-10
GABRR3,2.002,2.002,-3.216,0.000294346,0.004514385
HAGLR,-1.999,1.999,-3.41,0.045214207,0.217326504
LINC01783,1.997,1.997,1.27,8.44665E-12,5.80936E-10
ACKR4,1.997,1.997,-1.638,9.15527E-07,2.82086E-05
MIR5692B,1.996,1.996,-3.791,0.00138307,0.016369151
CD79B,1.996,1.996,-3.37,0.002419972,0.025784014
BOLL,1.995,1.995,-3.279,0.002437496,0.0259086
ITGAX,1.994,1.994,-0.541,2.06671E-10,1.19874E-08
DDC,1.991,1.991,-3.665,0.002951544,0.029953654
IDI2-AS1,1.987,1.987,-2.284,2.30688E-08,9.72436E-07
LOC100507406,1.985,1.985,-3.503,0.000362414,0.005385309
LOC101928343,1.985,1.985,-3.221,0.000454828,0.006513738
NT5C3A,1.984,1.984,4.32,1.57279E-17,2.09219E-15
AQP1,1.983,1.983,-3.521,0.001471623,0.017251773
KEL,1.98,1.98,-3.647,0.002601449,0.027234303
SIM1,1.979,1.979,-3.19,0.006322234,0.054418734
CLIC5,1.979,1.979,-3.345,0.03328425,0.177401538
GBP1P1,1.978,1.978,0.143,5.64582E-14,5.01688E-12
DCDC2,1.977,1.977,-2.417,1.91875E-05,0.000423708
MIR202,1.975,1.975,-2.531,2.06001E-05,0.000450425
FABP7,1.972,1.972,-3.378,0.000387222,0.005693594
PRAMENP,1.972,1.972,-3.515,0.000616004,0.008452452
GDPD4,1.972,1.972,-3.343,0.006338647,0.054515311
BCO1,1.972,1.972,-3.604,0.007859604,0.063998639
SLC26A4-AS1,1.971,1.971,-1.443,6.53481E-07,2.08879E-05
IL36G,1.971,1.971,3.156,1.93607E-06,5.53537E-05
UGT2B11,1.966,1.966,-3.529,0.017688072,0.114061106
PARP12,1.964,1.964,5.894,2.02301E-32,8.64253E-30
SLC28A1,1.959,1.959,-3.448,0.00024089,0.003797995
NAIP,1.956,1.956,-2.96,0.000595072,0.008185461
HRK,1.956,1.956,-2.273,0.016814092,0.110151891
TDGF1,1.953,1.953,-2.196,4.98593E-06,0.000127021
ZBTB9,-1.945,1.945,-3.327,0.141567805,0.435938437
HNF1A-AS1,1.943,1.943,-1.108,4.8431E-07,1.5638E-05
FOXF2,-1.943,1.943,-1.417,0.020545905,0.127493651
ID2,1.942,1.942,0.65,1.40351E-13,1.17656E-11
SP8,1.941,1.941,-3.776,0.017439226,0.11301412
HCG20,-1.939,1.939,-3.64,0.122001079,0.402140584
IL7,1.938,1.938,-0.983,4.34205E-09,2.04796E-07
ADAM7,1.938,1.938,-3.775,0.014879887,0.100964166
ARMC3,1.937,1.937,-2.196,1.76989E-06,5.08642E-05
LINC01504,1.937,1.937,-2.13,3.86498E-05,0.000783399
F2,1.937,1.937,-2.599,0.000133191,0.002277337
IRF4,1.936,1.936,-2.387,0.000521907,0.007319554
NAT8,1.936,1.936,-3.796,0.009826308,0.075091654
FCGBP,1.936,1.936,-3.252,0.010652246,0.079623029
APOH,-1.936,1.936,-3.747,0.054702569,0.247045656
LOC105377652,1.935,1.935,-3.791,0.00608347,0.052854774
PCDHB17P,1.931,1.931,-3.788,0.009941863,0.075636467
PARP10,1.928,1.928,4.405,2.41145E-17,3.13277E-15
USH1G,-1.925,1.925,-0.537,7.22069E-05,0.001343026
LOC102724593,1.924,1.924,-0.49,3.50852E-10,1.98325E-08
MED15P9,1.921,1.921,-3.201,0.00017065,0.002824874
STAT2,1.92,1.92,7.154,1.79714E-21,3.6294E-19
KRT32,1.919,1.919,-2.737,2.80157E-06,7.69307E-05
CD33,1.918,1.918,-3.371,0.019900875,0.124279304
LAP3,1.917,1.917,6.177,1.3498E-18,2.08235E-16
NFIA-AS2,1.917,1.917,-3.778,0.008176258,0.06557241
LTB,1.916,1.916,-0.795,1.21839E-08,5.38102E-07
ENPP6,1.915,1.915,-1.531,2.57933E-07,8.84257E-06
MIR4290HG,1.915,1.915,-2.141,3.00566E-05,0.000630507
SSTR3,1.914,1.914,-3.748,0.010988733,0.081290277
LINC02158,1.912,1.912,-2.969,9.1044E-05,0.001646694
LOC100507600,1.912,1.912,-3.494,0.000388115,0.005698601
HOXD8,-1.912,1.912,-3.488,0.021009041,0.129160758
BPIFB1,1.911,1.911,-2.921,5.18417E-05,0.001012006
LINC02150,1.911,1.911,-2.802,0.000165181,0.002741018
C10orf107,-1.911,1.911,-3.631,0.057479123,0.255201113
EIF2AK2,1.91,1.91,5.951,3.36548E-16,3.79513E-14
EPO,1.909,1.909,-3.742,0.004946931,0.044855543
LINC02044,1.908,1.908,-3.302,0.000294362,0.004514385
RNF144A,1.907,1.907,0.114,1.29889E-07,4.76801E-06
DTX1,1.906,1.906,-2.46,0.000159044,0.002650539
LINC01554,1.905,1.905,-1.784,5.85219E-06,0.000145747
C19orf66,1.903,1.903,4.785,1.89006E-26,5.91377E-24
TRPM5,1.903,1.903,-2.53,6.09327E-06,0.000150569
LINC01360,1.903,1.903,-3.531,0.020733011,0.127976598
GJA4,1.902,1.902,-2.801,1.19374E-05,0.000274808
SLC16A12,1.901,1.901,-0.879,1.24343E-05,0.000284772
DNAJC9-AS1,1.9,1.9,-1.918,9.92718E-07,3.04183E-05
DNAH12,1.898,1.898,-1.006,4.02909E-09,1.90975E-07
LOC105369192,1.894,1.894,-3.035,0.000108837,0.001917372
GIP,1.894,1.894,-3.728,0.0052113,0.046756472
PRTG,1.894,1.894,-1.196,0.021813674,0.132422504
TLR7,1.893,1.893,-2.943,0.000757137,0.010059687
SGSM1,1.887,1.887,-1.954,7.50409E-06,0.000182084
RFPL3S,1.887,1.887,-2.913,1.60596E-05,0.000360004
DLGAP2,1.887,1.887,-3.019,8.97476E-05,0.001626217
DCT,1.887,1.887,-3.309,0.000439317,0.006324971
VIT,1.886,1.886,-2.933,6.8898E-05,0.001292788
VCAM1,1.884,1.884,-3.274,0.001316393,0.015790317
TREML4,1.883,1.883,-3.811,0.011452425,0.083744447
TDRD5,1.882,1.882,-3.54,0.005622054,0.049659611
UBE2E2-AS1,1.882,1.882,-3.843,0.007901889,0.064136081
LAIR1,1.882,1.882,-3.708,0.008409878,0.066803575
CEACAM22P,1.881,1.881,-1.646,2.92776E-06,7.99019E-05
PARD6G-AS1,1.878,1.878,0.069,2.31576E-11,1.53109E-09
KLF17,1.876,1.876,-2.426,7.67811E-06,0.000185603
SLC6A12,1.875,1.875,-2.397,4.72807E-06,0.000121654
CSRP3,1.874,1.874,-3.775,0.008409358,0.066803575
TLR2,1.871,1.871,2.802,2.77189E-13,2.28065E-11
SNAI1,1.871,1.871,-1.583,4.98273E-09,2.32545E-07
SRSF12,1.87,1.87,-1.307,5.40923E-08,2.10817E-06
NTNG2,1.867,1.867,-1.766,5.69913E-06,0.000142735
FAM92A1P2,1.865,1.865,-3.229,0.000365969,0.00542362
C1orf167,1.865,1.865,-3.375,0.008070501,0.06510028
LINC02168,1.862,1.862,-3.814,0.019849624,0.124148864
LMOD2,1.859,1.859,-3.488,0.000570334,0.007913785
C4orf45,1.856,1.856,-3.447,0.000221339,0.003539992
AIF1,1.856,1.856,-3.976,0.017660088,0.113938834
KLKB1,1.852,1.852,-3.527,0.006350741,0.054577061
AMY1A,1.849,1.849,-3.469,0.000938062,0.012059636
APOBEC3D,1.847,1.847,0.009,2.57881E-10,1.4765E-08
ALMS1P1,1.846,1.846,-3.356,0.001082896,0.013512114
CES1,1.846,1.846,-3.512,0.015232866,0.102845084
KIAA0087,1.844,1.844,-3.01,0.00012994,0.002237146
OVOL1-AS1,1.842,1.842,-1.761,1.48828E-07,5.36722E-06
FCGR1B,1.841,1.841,-2.454,1.55058E-05,0.000348294
IL19,1.838,1.838,-3.219,0.000519579,0.007296106
LRRN4CL,1.837,1.837,-1.851,3.79368E-07,1.25974E-05
LOC100128164,1.837,1.837,-1.417,1.4662E-06,4.29706E-05
CHRNB2,1.836,1.836,0.027,3.7664E-09,1.79936E-07
TMEM140,1.833,1.833,3.102,1.32519E-16,1.57428E-14
CFB,1.831,1.831,1.011,2.85506E-11,1.86545E-09
PALM,1.83,1.83,0.226,2.03332E-08,8.68659E-07
IL15RA,1.829,1.829,2.546,2.88455E-21,5.77299E-19
CEP295NL,1.829,1.829,-3.506,0.002888879,0.029479308
SCNN1D,1.828,1.828,-0.057,1.99444E-07,6.97739E-06
MIR203A,-1.828,1.828,-3.142,0.00137611,0.016321561
LINC02281,1.827,1.827,-3.013,1.93194E-05,0.000426197
EXTL3-AS1,1.826,1.826,-0.502,4.53866E-11,2.87255E-09
LOC339807,1.826,1.826,-3.126,0.000863968,0.011263528
AZU1,1.826,1.826,-3.698,0.00165779,0.019012811
SLC26A5,1.826,1.826,-3.454,0.002572692,0.027022388
LILRA5,1.825,1.825,-3.937,0.023073939,0.137866476
GSG1L,-1.822,1.822,-3.457,0.046024281,0.219747709
DNAJC5B,1.821,1.821,-3.242,0.007148126,0.059518599
TYMP,1.818,1.818,6.719,9.64708E-15,9.04261E-13
LRRTM3,1.818,1.818,-3.264,0.0388976,0.197315782
THRSP,1.814,1.814,-2.22,9.96615E-07,3.04537E-05
CTNNA3,1.813,1.813,-1.976,0.009437625,0.072924117
CACNA1C-AS2,1.809,1.809,-2.957,9.24514E-05,0.00166435
CRYBA1,1.808,1.808,-2.746,1.36793E-06,4.04103E-05
GUCY2C,1.807,1.807,-2.648,1.35688E-05,0.000309478
BAAT,1.807,1.807,-3.783,0.01821903,0.116571359
FYB,1.805,1.805,3.27,4.01839E-11,2.56519E-09
FAM46A,1.803,1.803,3.26,4.97989E-11,3.13395E-09
LOC100507537,1.803,1.803,-3.524,0.002036404,0.022542545
LINC00689,1.801,1.801,-2.997,6.89603E-05,0.001292788
SEMA3D,1.798,1.798,-1.088,2.90027E-06,7.93467E-05
LYZ,1.795,1.795,-1.575,0.011992784,0.086359705
FGL1,1.791,1.791,-3.122,0.003191809,0.031782181
EXOC3L1,1.788,1.788,-0.768,5.52617E-09,2.54697E-07
GAS2,1.788,1.788,-2.828,3.4184E-05,0.000705096
PPARGC1A,1.788,1.788,-2.071,0.000696141,0.009358372
MYO1A,1.788,1.788,-1.968,0.001011038,0.012737133
PPP1R16B,1.786,1.786,-2.752,0.005246918,0.047038045
39691,1.784,1.784,-3.599,0.010974537,0.081239365
LINC00163,1.782,1.782,-3.711,0.00829036,0.066129388
WDR49,1.781,1.781,-1.089,4.21407E-07,1.38485E-05
TTR,1.779,1.779,-2.311,0.0351561,0.184631859
LOC100996721,1.778,1.778,-2.326,0.022555377,0.135717146
MUC6,1.778,1.778,-3.765,0.026212503,0.150196221
TMEM213,1.777,1.777,-1.127,4.161E-08,1.65657E-06
CDRT1,1.774,1.774,0.295,6.71953E-11,4.18135E-09
ANGPTL1,1.774,1.774,-2.365,0.000203938,0.00330786
MPIG6B,1.774,1.774,-3.181,0.005689972,0.050120035
LINC00298,1.774,1.774,-3.7,0.007878675,0.064041263
FBXW10,1.772,1.772,-0.682,1.41016E-07,5.11874E-06
C11orf96,1.771,1.771,-1.551,1.07337E-05,0.00025021
USP44,1.77,1.77,-1.909,1.33832E-05,0.000305557
IL15,1.768,1.768,1.289,1.37393E-13,1.15613E-11
ZNF80,1.768,1.768,-3.689,0.007142155,0.059499772
GOLGA6L10,-1.768,1.768,-3.446,0.137728039,0.430029597
VTRNA2-1,1.766,1.766,-2.441,3.94057E-05,0.000795094
SLCO5A1,1.765,1.765,-1.275,5.81175E-05,0.001116852
HSD52,1.765,1.765,-3.39,0.002241878,0.024341798
TXNDC2,1.762,1.762,-3.115,0.00311813,0.031258687
RNU6-8,1.76,1.76,-1.765,1.35697E-07,4.94993E-06
SP100,1.759,1.759,6.227,1.97719E-20,3.60027E-18
UBA7,1.759,1.759,4.301,1.27436E-13,1.07643E-11
RNU6-7,1.759,1.759,-1.765,1.35636E-07,4.94993E-06
ITGAL,1.758,1.758,-1.925,0.000250985,0.003934813
CXCL8,1.756,1.756,4.391,4.37344E-15,4.26123E-13
LOC102725191,1.756,1.756,-3.461,0.013759381,0.095192976
FCGR2A,1.755,1.755,0.887,2.85688E-09,1.38269E-07
MKX,1.755,1.755,-3.449,0.01491987,0.101142785
PDGFRL,1.754,1.754,-2.861,0.000417579,0.006052404
CYP2D6,-1.754,1.754,-3.593,0.074727967,0.301075623
LOC100294362,1.753,1.753,0.492,3.16717E-07,1.06928E-05
LOC102724163,1.752,1.752,-1.084,2.31594E-08,9.74404E-07
LOC105374428,1.752,1.752,-3.227,9.75774E-05,0.00174111
GRAP2,-1.752,1.752,-3.637,0.245753283,0.586591724
PMAIP1,1.75,1.75,4.117,1.03796E-24,2.59082E-22
LUM,1.747,1.747,-2.858,0.03866384,0.196449192
ACSL5,1.746,1.746,0.006,3.68432E-10,2.07734E-08
PLBD1-AS1,1.746,1.746,-3.548,0.002811626,0.028836691
CFHR3,1.744,1.744,-2.615,5.52079E-05,0.001071129
CELA2B,1.744,1.744,-3.642,0.007183985,0.059682953
C5orf66-AS2,-1.743,1.743,-3.119,0.193366382,0.518045608
SERPINB10,1.741,1.741,-0.954,4.23982E-09,2.00399E-07
UGT1A5,-1.741,1.741,-2.896,0.104549652,0.368690322
DNAH10,1.74,1.74,-0.825,3.8147E-05,0.000774621
PRLHR,1.74,1.74,-3.393,0.001085557,0.013532906
LOC100287704,1.74,1.74,-3.953,0.061346985,0.265450577
KIF6,1.735,1.735,0.343,6.77088E-07,2.14879E-05
CCDC144NL,1.734,1.734,-3.182,0.00165639,0.019012811
CCDC13-AS1,1.734,1.734,-3.2,0.002116694,0.023301468
TRIM21,1.733,1.733,5.908,4.10062E-29,1.42336E-26
THPO,1.732,1.732,-3.136,0.005207871,0.04674459
LINC00682,1.729,1.729,-3.707,0.01566081,0.104845171
