GENE_SYMBOL,adj.P.Val,P.Value,t,B,logFC,abs_logFC
SIGLEC10,0.168892088,0.097592873,1.806323124,-5.533590321,0.269926668,0.269926668
ARHGEF26,0.123776436,0.066989503,2.026778573,-5.189975009,0.269885154,0.269885154
MIB1,0.015592094,0.005533327,-3.419343344,-2.758132729,-0.269842172,0.269842172
PGLYRP4,0.011109937,0.003627459,-3.656493709,-2.331517433,-0.269839691,0.269839691
NTN5,0.012486939,0.004211125,-3.572407766,-2.482552515,-0.269813658,0.269813658
ZNF229,0.006632484,0.001898841,-4.025881377,-1.673064318,-0.269796167,0.269796167
MOB3C,0.078819306,0.038777981,2.337956465,-4.675725784,0.269762351,0.269762351
PRPF40B,0.012230902,0.00410469,3.586811058,-2.456659698,0.269757124,0.269757124
ATP1B1,0.001524331,0.000264023,5.217322232,0.354761333,0.269723556,0.269723556
FLJ37505,0.156028153,0.08890226,1.861592163,-5.449353972,0.269689714,0.269689714
CSK,0.027469523,0.011003264,3.037437392,-3.446123494,0.269680129,0.269680129
FAM201A,0.005191066,0.001386181,-4.208651425,-1.351372758,-0.269675137,0.269675137
TMEM168,0.015080101,0.005316722,-3.4416667,-2.71790395,-0.269671481,0.269671481
ADRA2C,0.082657405,0.041194977,-2.303924594,-4.733328624,-0.269575804,0.269575804
HDAC10,0.01097803,0.003576135,-3.664543105,-2.317076326,-0.269569355,0.269569355
FAHD2A,0.004848781,0.001263522,-4.26291327,-1.256498362,-0.269551772,0.269551772
ATXN3,0.025187732,0.009910653,-3.095327253,-3.342059486,-0.269542704,0.269542704
C10orf55,0.009384813,0.00294384,-3.774795229,-2.11963341,-0.269453519,0.269453519
WDR82,0.005281442,0.001416968,4.195816795,-1.373857534,0.26944415,0.26944415
UTP11L,0.196853769,0.117749889,1.693562462,-5.701030306,0.26944362,0.26944362
KIAA2022,0.096716601,0.04984191,-2.196125882,-4.913742239,-0.269432715,0.269432715
YY1,0.010065576,0.003211599,3.725384829,-2.208032972,0.269400266,0.269400266
C4orf48,0.008701332,0.002677941,-3.828683191,-2.023399607,-0.269373762,0.269373762
C7,0.095320412,0.048988519,2.205934608,-4.897462612,0.269354033,0.269354033
DCPS,0.006657298,0.001909581,4.022626078,-1.678821844,0.26929703,0.26929703
EPC2,0.036864278,0.015661227,2.842234803,-3.795473259,0.26918239,0.26918239
PNPLA5,0.035011961,0.014729485,2.876149083,-3.734994438,0.269176555,0.269176555
AK8,0.178781033,0.104671282,-1.764517832,-5.596380953,-0.269164143,0.269164143
HTR3C,0.030576931,0.012535583,2.965320683,-3.575510449,0.269135933,0.269135933
UCN3,0.006087223,0.001701469,4.089363765,-1.560974051,0.269114684,0.269114684
PCBP2,0.001816934,0.00033797,5.061556285,0.099892712,0.269101959,0.269101959
CHRD,0.005749605,0.001581154,4.131936226,-1.486011881,0.269099681,0.269099681
SLC35F2,0.012971416,0.004417435,3.545523062,-2.530904432,0.26908726,0.26908726
UQCC,0.141150438,0.078642554,1.93359984,-5.337628676,0.269085823,0.269085823
SIRT6,0.108292658,0.057057763,2.119037222,-5.040659304,0.269024084,0.269024084
RING1,0.003031373,0.00067763,4.633749304,-0.616850161,0.269023544,0.269023544
C13orf15,0.001268147,0.000203152,-5.385078113,0.62547036,-0.268986942,0.268986942
ZNF44,0.004583474,0.001173838,-4.306187138,-1.181056716,-0.268905929,0.268905929
TTC28,0.042153875,0.018348985,2.75462179,-3.951169046,0.26886189,0.26886189
RAB38,0.279692453,0.181725097,-1.423259798,-6.074819044,-0.268837984,0.268837984
EIF3H,0.003755869,0.000902069,-4.462138658,-0.9108828,-0.26882968,0.26882968
EWSR1,0.010135188,0.00323713,3.720897081,-2.21606914,0.268815582,0.268815582
FAM162B,0.043565257,0.019079507,2.733012099,-3.989436516,0.268811839,0.268811839
HSP90AB6P,0.232669171,0.144877074,1.566328794,-5.882161459,0.268773187,0.268773187
PRAMEF10,0.543106459,0.427497748,-0.823121092,-6.725671038,-0.268713631,0.268713631
C11orf53,0.01630236,0.005849489,-3.388312366,-2.814067123,-0.2686786,0.2686786
SLC1A5,0.041479961,0.018009452,-2.764957773,-3.93284563,-0.268582711,0.268582711
RPS7,0.004978744,0.001308184,-4.24254375,-1.292077916,-0.268538864,0.268538864
OR10T2,0.163322529,0.093761977,1.830109518,-5.497504299,0.268491405,0.268491405
GCSH,0.003107669,0.000701085,-4.613212531,-0.651849245,-0.268486752,0.268486752
SYPL2,0.029495199,0.012008693,2.989067484,-3.532940735,0.268381742,0.268381742
SLC7A11,0.134876937,0.074368662,1.96618587,-5.286372574,0.268218772,0.268218772
TMEM56,0.057810113,0.026730846,-2.54593028,-4.317977257,-0.268145727,0.268145727
MED7,0.007492177,0.002221726,-3.935504556,-1.833243933,-0.268143706,0.268143706
PIK3CD,0.047930694,0.021380401,2.669941107,-4.10077994,0.268143203,0.268143203
TRIM9,0.203221326,0.122568774,1.669186769,-5.736398357,0.268141704,0.268141704
ATP10B,0.030588747,0.01254222,2.965027998,-3.576034896,0.268134082,0.268134082
SMA4,0.003726745,0.000892292,-4.468632786,-0.899692138,-0.268043491,0.268043491
FRAT2,0.029931652,0.012218415,2.979492402,-3.550109958,0.26803152,0.26803152
ANKRD13A,0.006076813,0.001697669,-4.090659887,-1.558689315,-0.26795896,0.26795896
USP44,0.009666757,0.003050354,-3.754605325,-2.155737019,-0.267951556,0.267951556
LOC100335030,0.009042337,0.002812881,-3.800677996,-2.073387668,-0.267949137,0.267949137
BCORP1,0.026421672,0.010512306,3.062698045,-3.400733695,0.267948377,0.267948377
RMND1,0.031686554,0.013084683,-2.941615438,-3.617967203,-0.267894943,0.267894943
TPI1,0.007110013,0.002080273,-3.97329988,-1.766174527,-0.26788003,0.26788003
CSRP2BP,0.008982649,0.002788735,3.805585812,-2.06462362,0.267876368,0.267876368
ANKRD16,0.006141348,0.001722683,4.082183015,-1.573634707,0.26787298,0.26787298
LDLRAP1,0.026360104,0.010478541,3.064478755,-3.397532835,0.267841616,0.267841616
DKFZP586B0319,0.031313576,0.01289539,-2.949672853,-3.603540648,-0.267823582,0.267823582
C12orf45,0.000959803,0.000136722,-5.643546937,1.034772647,-0.267819832,0.267819832
CDADC1,0.002144681,0.000423192,-4.921541715,-0.132030705,-0.267761986,0.267761986
MANF,0.004383795,0.001106,4.341278207,-1.120028234,0.267745716,0.267745716
COMMD7,0.00495074,0.001297045,-4.247555241,-1.283320311,-0.267703099,0.267703099
ERMAP,0.007640874,0.00227903,-3.920897975,-1.859194602,-0.267662406,0.267662406
CDH10,0.053086341,0.024159286,2.602150641,-4.219818365,0.267659839,0.267659839
ZNF223,0.002430798,0.000500519,-4.81814556,-0.30497925,-0.267626422,0.267626422
PP14571,0.007277441,0.002142481,-3.956359947,-1.796220808,-0.267554114,0.267554114
NFE2,0.103038495,0.053755014,-2.153100676,-4.984807726,-0.267462986,0.267462986
SLC7A14,0.119883039,0.064478519,2.04882525,-5.154563891,0.267436757,0.267436757
FAM90A7,0.180887845,0.106093448,1.756427865,-5.608436729,0.267428241,0.267428241
NDUFAF1,0.001584694,0.000279168,-5.1819454,0.297171072,-0.2674098,0.2674098
TMCO7,0.018827557,0.006973374,3.290387321,-2.990634149,0.267387052,0.267387052
SLC9A8,0.008985867,0.002789998,3.805328126,-2.065083737,0.267371488,0.267371488
ESR1,0.010219599,0.003272513,3.714737752,-2.227100464,0.267367184,0.267367184
BMPR1B,0.047676686,0.021250332,-2.673323392,-4.094822781,-0.267346154,0.267346154
FAM19A2,0.002787488,0.000603451,-4.70398073,-0.497557715,-0.267197068,0.267197068
LOC145694,0.235582037,0.147070679,-1.556979797,-5.895120286,-0.267192037,0.267192037
PAQR3,0.112991391,0.060112864,2.089146845,-5.089355768,0.267174842,0.267174842
HGD,0.046164436,0.020427496,-2.695206066,-4.056242424,-0.267114492,0.267114492
PON1,0.005076107,0.001345517,4.226065683,-1.320891705,0.267092788,0.267092788
SCRN3,0.002940271,0.000648522,-4.660298366,-0.571682343,-0.267078438,0.267078438
GOLGA8A,0.001974309,0.000378525,-4.990780989,-0.0170104,-0.267055241,0.267055241
UBXN8,0.007728383,0.002314501,-3.91204612,-1.874929307,-0.26699737,0.26699737
SNAPC1,0.022907525,0.008830208,-3.159287149,-3.226927266,-0.266990323,0.266990323
KIAA0101,0.050298704,0.022696098,-2.636826099,-4.159016698,-0.266925975,0.266925975
MLYCD,0.014106927,0.004895902,-3.487826815,-2.634753105,-0.266907227,0.266907227
PLXDC2,0.004088075,0.001010476,-4.394703761,-1.027373506,-0.266839577,0.266839577
LRRC57,0.002245435,0.000451216,4.88192788,-0.198125149,0.266838238,0.266838238
ABCD2,0.007563149,0.002247647,-3.928849501,-1.845065499,-0.266818449,0.266818449
C11orf40,0.013213946,0.004521325,3.532468543,-2.55439222,0.266784448,0.266784448
MPP3,0.037343628,0.01590718,2.833618076,-3.810821852,0.266780295,0.266780295
MSH3,0.00467063,0.001202865,-4.291814164,-1.206091795,-0.266730534,0.266730534
TLE3,0.065637842,0.031208124,2.459620547,-4.467548717,0.266673855,0.266673855
COG5,0.010006302,0.003185996,-3.729922115,-2.199909281,-0.266649766,0.266649766
PTPRA,0.006050995,0.001687796,4.094041256,-1.552729551,0.266585276,0.266585276
HLA-J,0.001487843,0.000255505,-5.238175982,0.38862775,-0.266555118,0.266555118
FAM54A,0.016331402,0.005861254,-3.387190937,-2.816088782,-0.266543693,0.266543693
NAB1,0.006930742,0.002014012,3.991931261,-1.733155606,0.266540088,0.266540088
SLC32A1,0.385149885,0.273104641,-1.152118301,-6.403184862,-0.266479907,0.266479907
TP73-AS1,0.018492596,0.006822759,-3.302536918,-2.968726283,-0.266453841,0.266453841
PDE4A,0.010026537,0.003193907,3.728516023,-2.202426662,0.266449243,0.266449243
ODF2,0.067634179,0.032341611,-2.439689061,-4.501878109,-0.266444786,0.266444786
RPL32P3,0.007167961,0.002101219,-3.967538207,-1.776391332,-0.266353889,0.266353889
SLC31A2,0.030258938,0.012383049,-2.972090732,-3.563377916,-0.26632746,0.26632746
FUT8,0.155877593,0.088779933,-1.862404742,-5.448105443,-0.266306467,0.266306467
ADAMTS14,0.014053135,0.00487188,-3.490583063,-2.629789807,-0.266250955,0.266250955
RNF34,0.003329968,0.000770653,-4.556293759,-0.749121294,-0.266250076,0.266250076
KRTAP12-3,0.043039093,0.01880664,2.74098627,-3.975322165,0.266225259,0.266225259
EML5,0.084604369,0.042398213,2.287692477,-4.760698507,0.266170276,0.266170276
SNORA12,0.025937196,0.010276988,-3.075230115,-3.378203944,-0.266123469,0.266123469
JMJD8,0.015419476,0.005460773,-3.426719825,-2.744838602,-0.266081767,0.266081767
VCAM1,0.153206077,0.086953102,1.874663354,-5.42923546,0.266079952,0.266079952
RHO,0.207564456,0.125741717,1.653597462,-5.758856279,0.266066721,0.266066721
PAAF1,0.003922293,0.00095728,-4.426795023,-0.971872414,-0.266012738,0.266012738
TAF12,0.005172179,0.00137859,-4.211861302,-1.34575203,-0.266002264,0.266002264
CEP63,0.003753963,0.000901055,-4.462808488,-0.909728325,-0.265999786,0.265999786
ZFYVE20,0.015822015,0.005637175,3.40895536,-2.776855834,0.265956183,0.265956183
NPC1L1,0.003290116,0.000757767,4.56641956,-0.731787865,0.265949213,0.265949213
HNRNPUL2,0.069336734,0.033316253,2.423086321,-4.530409711,0.265938318,0.265938318
GRPEL1,0.000783819,0.00010115,-5.844476338,1.346369634,-0.265913324,0.265913324
CNGA4,0.010943532,0.003560728,-3.666982618,-2.312700337,-0.265900532,0.265900532
AGBL3,0.040905121,0.017704737,2.774399921,-3.916095834,0.265882776,0.265882776
ITPK1-AS1,0.022831482,0.008795543,-3.161468048,-3.222999196,-0.265869435,0.265869435
LGALS12,0.041355424,0.017931146,2.767369004,-3.928569237,0.265862558,0.265862558
ZNF740,0.007051467,0.002058391,3.979383659,-1.755389537,0.26585362,0.26585362
FLJ44313,0.009345911,0.002929994,-3.77747496,-2.114843432,-0.265787013,0.265787013
PKHD1,0.184783441,0.108986087,1.740270008,-5.63242108,0.265781604,0.265781604
FAM18B2,0.03739697,0.015937573,-2.832562526,-3.812701551,-0.265754234,0.265754234
ZNRF1,0.004694422,0.001210368,4.288157851,-1.212463944,0.265740176,0.265740176
XXYLT1,0.003119669,0.000704798,4.610027872,-0.657281247,0.26572549,0.26572549
PRMT3,0.003274282,0.000752969,-4.570236058,-0.725257971,-0.265720364,0.265720364
PCGEM1,0.019476295,0.007267871,3.267383535,-3.032112155,0.265672115,0.265672115
PVRL1,0.017108342,0.006197745,3.356053084,-2.872227877,0.26566264,0.26566264
MRPL12,0.039434393,0.016965328,-2.798000288,-3.874185956,-0.265602324,0.265602324
HOXC4,0.038803525,0.016649574,-2.808391787,-3.855713192,-0.265553583,0.265553583
TOMM20,0.01424229,0.00495081,-3.481578401,-2.646005662,-0.265537916,0.265537916
LOC643406,0.230814783,0.143478976,1.572351875,-5.873786466,0.265522897,0.265522897
GALM,0.006575517,0.001876875,-4.032598768,-1.661186452,-0.265508336,0.265508336
ZNF823,0.000537159,0.000056,-6.250221334,1.957996941,-0.265486902,0.265486902
MDM2,0.105181316,0.055073254,2.139273527,-5.007524059,0.2654684,0.2654684
SLC6A6,0.024410428,0.009536856,3.116621691,-3.303743865,0.265451593,0.265451593
RAVER2,0.038715358,0.016604937,-2.809876588,-3.853072749,-0.265433007,0.265433007
HMGCS2,0.021264118,0.008077711,3.208698383,-3.137902765,0.265426072,0.265426072
HLA-DMB,0.059972782,0.027955783,-2.520990098,-4.36134367,-0.265396518,0.265396518
FAM49A,0.014810123,0.005202442,-3.45382202,-2.696003078,-0.265366845,0.265366845
SNORA46,0.026985147,0.010782356,-3.048660032,-3.425961945,-0.265329265,0.265329265
IGLL1,0.075834854,0.037027462,2.36390561,-4.63161081,0.265318837,0.265318837
ARVP6125,0.012892348,0.004381441,3.550119455,-2.52263598,0.265317346,0.265317346
ATF7IP,0.003654985,0.000869862,4.483816811,-0.873546267,0.265310085,0.265310085
REG1A,0.03450757,0.014483976,2.885442139,-3.718403963,0.265300662,0.265300662
C1orf131,0.014627621,0.00512076,-3.462678571,-2.680047816,-0.265227936,0.265227936
PPT1,0.032763209,0.013623896,-2.919287853,-3.657918664,-0.265188066,0.265188066
RUNDC3A,0.037450778,0.015962699,2.831691398,-3.814252751,0.265165439,0.265165439
POLL,0.009159422,0.002857304,3.791761285,-2.089314598,0.265163822,0.265163822
POLK,0.022483515,0.008637775,-3.171504962,-3.204919812,-0.265150798,0.265150798
ZSCAN18,0.066923447,0.031927232,2.446895666,-4.489475295,0.265106712,0.265106712
DNM1P46,0.019271739,0.007170079,3.274915533,-3.018531613,0.265101049,0.265101049
TTC22,0.12556674,0.068215998,2.0162893,-5.206760827,0.26509691,0.26509691
NANP,0.176865233,0.103269704,-1.772588258,-5.584323216,-0.265031496,0.265031496
SLC27A4,0.190038362,0.112830231,-1.719383095,-5.663236276,-0.265030035,0.265030035
INO80C,0.002273163,0.000459002,-4.871381114,-0.21575715,-0.264929298,0.264929298
GRM3,0.013582749,0.00467856,3.513284295,-2.588918911,0.26487398,0.26487398
FBXO4,0.002998884,0.000667581,-4.64277755,-0.601480601,-0.264811804,0.264811804
VAMP8,0.004219778,0.001050641,-4.371623004,-1.06736298,-0.26480675,0.26480675
DYRK3,0.008901823,0.002756599,-3.812186175,-2.052839664,-0.264804321,0.264804321
TNC,0.164055555,0.094254908,1.826999826,-5.502236487,0.264791956,0.264791956
B3GAT3,0.024010617,0.009356029,-3.1272275,-3.28465431,-0.264755792,0.264755792
KIAA1539,0.012074156,0.004030851,3.597030473,-2.438293345,0.264729322,0.264729322
PDHX,0.007262694,0.002136863,-3.957868871,-1.793543484,-0.264714606,0.264714606
OR5D13,0.340159229,0.232540652,-1.261645903,-6.27675766,-0.264701427,0.264701427
BACE2,0.008006747,0.002415608,3.887564601,-1.918477999,0.264694368,0.264694368
CNPY3,0.002131938,0.000419116,-4.927532961,-0.122052669,-0.264682299,0.264682299
SOS1,0.023093721,0.008926342,3.153283958,-3.237739068,0.264637779,0.264637779
UBE2V2,0.009860147,0.003129984,-3.739980902,-2.181904024,-0.264618388,0.264618388
PAK6,0.0679134,0.032487071,2.437180601,-4.506192666,0.264585502,0.264585502
CPAMD8,0.033727181,0.014092935,2.900573945,-3.691373844,0.26455826,0.26455826
RNF121,0.079450777,0.039181779,2.33213122,-4.685606363,0.264517822,0.264517822
COX1,0.003147419,0.000712635,-4.603363253,-0.668652976,-0.264477378,0.264477378
DNAH5,0.18457647,0.10881396,-1.741220631,-5.6310135,-0.264442459,0.264442459
RETSAT,0.038997749,0.016748909,2.805101687,-3.86156319,0.264437241,0.264437241
ADD3,0.003744685,0.000897904,-4.464896152,-0.906130495,-0.264436646,0.264436646
WIPF3,0.106862447,0.056163297,2.128074495,-5.025877926,0.264413656,0.264413656
APOBEC3F,0.045484815,0.020076121,2.70481737,-4.039276415,0.264327785,0.264327785
C9orf150,0.009103286,0.002836591,3.795900871,-2.081919867,0.264317376,0.264317376
FLJ35390,0.279966401,0.181957241,1.422440196,-6.075886634,0.264278826,0.264278826
B4GALT2,0.019462152,0.007259741,3.26800573,-3.030990326,0.264172707,0.264172707
HIST1H2BG,0.007194245,0.002111242,-3.964801957,-1.781244308,-0.264099363,0.264099363
COL23A1,0.024934682,0.009789897,-3.10211654,-3.329845254,-0.264064642,0.264064642
LOC100129534,0.079414522,0.039152264,2.332555038,-4.684887781,0.263978526,0.263978526
PLEKHG2,0.021439587,0.008159951,3.203076076,-3.148035215,0.26391318,0.26391318
ZNF32-AS3,0.285720919,0.186760528,1.405676279,-6.097628911,0.263902451,0.263902451
METTL2A,0.003615537,0.000855918,-4.493464571,-0.856947512,-0.263885418,0.263885418
NUMBL,0.018476694,0.00680877,3.303679101,-2.966666706,0.263877956,0.263877956
RFT1,0.016197914,0.005795784,3.393460864,-2.804785846,0.263810231,0.263810231
USE1,0.001468563,0.000250491,-5.250796034,0.409093207,-0.263790504,0.263790504
ABCC3,0.010896236,0.003542147,3.669939374,-2.307396923,0.263756025,0.263756025
PARVA,0.002733301,0.000587396,4.720373975,-0.469802179,0.263723864,0.263723864
RPL32,0.002161554,0.000427915,-4.914675211,-0.14347231,-0.26366651,0.26366651
LOC100129373,0.139891725,0.077814183,1.939785497,-5.327931432,0.263616071,0.263616071
FAM89B,0.002957157,0.000653353,4.655806725,-0.579317784,0.263594252,0.263594252
TLR4,0.196376741,0.117381813,-1.695460631,-5.698263381,-0.263574561,0.263574561
FFAR2,0.183583911,0.108078189,1.745299437,-5.624969063,0.263528747,0.263528747
LOC729678,0.005577833,0.001521004,-4.154501569,-1.446348545,-0.263507828,0.263507828
FAM82A1,0.050525312,0.022811674,-2.634008177,-4.163964786,-0.26337187,0.26337187
TMEM205,0.010042077,0.003200035,-3.7274295,-2.204371985,-0.263336084,0.263336084
NUP98,0.002476412,0.000513976,4.801882938,-0.332309088,0.26333077,0.26333077
CTAGE11P,0.018662679,0.006896994,-3.296514887,-2.979585121,-0.263297006,0.263297006
CLCNKA,0.015129156,0.005334904,3.439757483,-2.721344164,0.263284989,0.263284989
LOC642776,0.020258964,0.007611581,3.241704163,-3.078409389,0.263253845,0.263253845
LHFPL4,0.016957236,0.006130582,3.362128125,-2.861274374,0.263248828,0.263248828
ABCC9,0.055056154,0.025254132,-2.577529484,-4.262872416,-0.263219861,0.263219861
FAM59A,0.00505421,0.001336899,4.229826929,-1.314312274,0.263189638,0.263189638
ZNF33B,0.00100952,0.000146921,-5.596125749,0.960390742,-0.263151336,0.263151336
LOC723809,0.098614664,0.050984767,2.183237448,-4.935089594,0.263115637,0.263115637
EHD3,0.074756662,0.036404635,-2.37342477,-4.615387183,-0.263085893,0.263085893
BMP3,0.14368182,0.080326587,1.921208107,-5.357008677,0.263064189,0.263064189
VMAC,0.014963031,0.005264486,3.447189278,-2.707953245,0.263035445,0.263035445
UFSP2,0.001877218,0.000353749,-5.033005289,0.052815469,-0.26301715,0.26301715
LRRC28,0.002373736,0.000485153,-4.837288234,-0.272853592,-0.26298645,0.26298645
LOC642361,0.002296444,0.000464713,-4.863764816,-0.228499145,-0.262896034,0.262896034
GRM5,0.007214516,0.002119084,3.96267068,-1.785024738,0.262892712,0.262892712
LOC644339,0.018718816,0.006923129,-3.294410497,-2.983379704,-0.262879152,0.262879152
SLC9A1,0.035002795,0.014722364,2.876416449,-3.734517229,0.262878911,0.262878911
HMGN4,0.004551076,0.001162376,-4.311965144,-1.170998743,-0.26282224,0.26282224
RPL24,0.001745597,0.000319463,-5.096891778,0.158002653,-0.26281825,0.26281825
NEU2,0.031842922,0.013164702,2.938244432,-3.624001473,0.262816246,0.262816246
LOC100130428,0.012065988,0.00402671,-3.59760925,-2.437253296,-0.262779416,0.262779416
LOC284578,0.004433515,0.001122702,-4.332434422,-1.135396239,-0.262746979,0.262746979
LOC493754,0.011302774,0.003704774,-3.644586448,-2.352885657,-0.262721518,0.262721518
FAN1,0.006791863,0.001963306,-4.006623456,-1.707138451,-0.262711608,0.262711608
HSDL1,0.025004881,0.009819657,-3.100435544,-3.332869613,-0.262678585,0.262678585
RALGAPB,0.0115887,0.003823622,3.626772178,-2.384866998,0.262599289,0.262599289
CFH,0.007989067,0.002409572,-3.888996176,-1.915930208,-0.26258029,0.26258029
SH3BGRL2,0.001835128,0.000342806,-5.052658621,0.085233422,-0.262578428,0.262578428
IL13RA1,0.001788653,0.000330456,5.075651334,0.123092794,0.262567694,0.262567694
ARID2,0.007252208,0.002132927,3.958928114,-1.79166415,0.262538848,0.262538848
